x,y,yaw
-42.1507,1.7333,-0.9502
-42.0833,1.6381,-0.9531
-42.0169,1.5425,-0.9607
-41.9507,1.4464,-0.9657
-41.8852,1.3534,-0.9575
-41.8185,1.2604,-0.9522
-41.7521,1.1666,-0.9555
-41.6860,1.0723,-0.9574
-41.6197,0.9785,-0.9554
-41.5521,0.8850,-0.9486
-41.4849,0.7920,-0.9465
-41.4181,0.6982,-0.9509
-41.3517,0.6047,-0.9528
-41.2860,0.5103,-0.9596
-41.2197,0.4158,-0.9585
-41.1533,0.3210,-0.9599
-41.0860,0.2267,-0.9537
-41.0189,0.1318,-0.9551
-40.9527,0.0365,-0.9625
-40.8875,-0.0594,-0.9694
-40.8216,-0.1535,-0.9604
-40.7551,-0.2463,-0.9534
-40.6887,-0.3403,-0.9565
-40.6235,-0.4350,-0.9635
-40.5578,-0.5290,-0.9599
-40.4906,-0.6202,-0.9420
-40.4228,-0.7120,-0.9390
-40.3568,-0.8046,-0.9498
-40.2915,-0.8984,-0.9567
-40.2260,-0.9924,-0.9601
-40.1601,-1.0865,-0.9590
-40.0935,-1.1802,-0.9554
-40.0271,-1.2745,-0.9569
-39.9608,-1.3699,-0.9616
-39.8946,-1.4653,-0.9636
-39.8287,-1.5596,-0.9607
-39.7617,-1.6530,-0.9523
-39.6946,-1.7462,-0.9477
-39.6265,-1.8384,-0.9382
-39.5581,-1.9315,-0.9386
-39.4896,-2.0251,-0.9389
-39.4215,-2.1193,-0.9436
-39.3535,-2.2130,-0.9427
-39.2851,-2.3057,-0.9363
-39.2164,-2.3981,-0.9335
-39.1478,-2.4897,-0.9302
-39.0798,-2.5814,-0.9317
-39.0115,-2.6735,-0.9330
-38.9434,-2.7664,-0.9367
-38.8747,-2.8596,-0.9352
-38.8055,-2.9521,-0.9304
-38.7364,-3.0445,-0.9299
-38.6680,-3.1369,-0.9336
-38.5999,-3.2297,-0.9364
-38.5311,-3.3229,-0.9339
-38.4626,-3.4164,-0.9380
-38.3944,-3.5100,-0.9401
-38.3266,-3.6030,-0.9406
-38.2585,-3.6960,-0.9390
-38.1911,-3.7887,-0.9425
-38.1245,-3.8821,-0.9488
-38.0582,-3.9759,-0.9527
-37.9907,-4.0690,-0.9449
-37.9221,-4.1615,-0.9378
-37.8555,-4.2549,-0.9484
-37.7887,-4.3490,-0.9506
-37.7215,-4.4432,-0.9517
-37.6545,-4.5378,-0.9537
-37.5897,-4.6318,-0.9656
-37.5259,-4.7266,-0.9723
-37.4612,-4.8220,-0.9736
-37.3972,-4.9183,-0.9819
-37.3330,-5.0142,-0.9790
-37.2686,-5.1107,-0.9823
-37.2054,-5.2071,-0.9891
-37.1438,-5.3039,-0.9994
-37.0820,-5.4014,-1.0031
-37.0195,-5.4986,-0.9989
-36.9576,-5.5960,-1.0029
-36.8968,-5.6931,-1.0082
-36.8374,-5.7901,-1.0188
-36.7795,-5.8870,-1.0278
-36.7221,-5.9844,-1.0352
-36.6659,-6.0827,-1.0459
-36.6108,-6.1817,-1.0576
-36.5552,-6.2817,-1.0607
-36.5002,-6.3824,-1.0683
-36.4444,-6.4825,-1.0627
-36.3889,-6.5823,-1.0641
-36.3340,-6.6827,-1.0679
-36.2797,-6.7836,-1.0739
-36.2256,-6.8848,-1.0781
-36.1719,-6.9861,-1.0829
-36.1182,-7.0873,-1.0822
-36.0634,-7.1876,-1.0733
-36.0081,-7.2882,-1.0713
-35.9531,-7.3884,-1.0691
-35.8969,-7.4875,-1.0591
-35.8408,-7.5856,-1.0524
-35.7832,-7.6837,-1.0446
-35.7253,-7.7802,-1.0343
-35.6658,-7.8763,-1.0221
-35.6056,-7.9721,-1.0145
-35.5454,-8.0651,-1.0014
-35.4844,-8.1563,-0.9868
-35.4213,-8.2455,-0.9646
-35.3583,-8.3283,-0.9346
-35.2939,-8.4049,-0.8952
-35.2158,-8.4883,-0.8463
-35.1345,-8.5690,-0.8065
-35.0510,-8.6453,-0.7640
-34.9660,-8.7155,-0.7173
-34.8791,-8.7791,-0.6654
-34.7904,-8.8355,-0.6057
-34.6993,-8.8862,-0.5495
-34.5987,-8.9303,-0.4670
-34.4946,-8.9677,-0.3973
-34.3867,-8.9968,-0.3205
-34.2806,-9.0167,-0.2430
-34.1726,-9.0286,-0.1678
-34.0616,-9.0336,-0.0980
-33.9611,-9.0325,-0.0414
-33.8578,-9.0276,0.0061
-33.7525,-9.0173,0.0570
-33.6422,-9.0040,0.0931
-33.5275,-8.9875,0.1225
-33.4247,-8.9731,0.1286
-33.3201,-8.9578,0.1412
-33.2133,-8.9405,0.1514
-33.1048,-8.9231,0.1572
-32.9947,-8.9050,0.1592
-32.8844,-8.8858,0.1705
-32.7735,-8.8651,0.1780
-32.6634,-8.8434,0.1911
-32.5525,-8.8208,0.1976
-32.4409,-8.7974,0.2039
-32.3292,-8.7736,0.2088
-32.2180,-8.7487,0.2154
-32.1061,-8.7244,0.2141
-31.9940,-8.6995,0.2170
-31.8826,-8.6747,0.2197
-31.7711,-8.6487,0.2247
-31.6602,-8.6222,0.2335
-31.5496,-8.5946,0.2384
-31.4388,-8.5678,0.2391
-31.3281,-8.5399,0.2438
-31.2171,-8.5116,0.2481
-31.1063,-8.4837,0.2451
-30.9953,-8.4553,0.2489
-30.8837,-8.4282,0.2411
-30.7724,-8.4001,0.2453
-30.6610,-8.3733,0.2377
-30.5505,-8.3463,0.2420
-30.4399,-8.3176,0.2498
-30.3285,-8.2882,0.2553
-30.2172,-8.2587,0.2575
-30.1060,-8.2289,0.2598
-29.9948,-8.2006,0.2519
-29.8836,-8.1713,0.2560
-29.7730,-8.1418,0.2617
-29.6629,-8.1118,0.2622
-29.5524,-8.0820,0.2654
-29.4425,-8.0512,0.2690
-29.3319,-8.0215,0.2650
-29.2214,-7.9921,0.2595
-29.1105,-7.9642,0.2524
-28.9992,-7.9345,0.2589
-28.8882,-7.9042,0.2640
-28.7772,-7.8752,0.2559
-28.6667,-7.8469,0.2539
-28.5560,-7.8173,0.2581
-28.4449,-7.7883,0.2573
-28.3335,-7.7581,0.2625
-28.2229,-7.7269,0.2712
-28.1129,-7.6965,0.2685
-28.0023,-7.6665,0.2658
-27.8921,-7.6379,0.2571
-27.7817,-7.6087,0.2600
-27.6710,-7.5801,0.2539
-27.5604,-7.5512,0.2567
-27.4495,-7.5216,0.2593
-27.3388,-7.4915,0.2641
-27.2275,-7.4624,0.2574
-27.1166,-7.4321,0.2650
-27.0056,-7.4029,0.2574
-26.8944,-7.3732,0.2615
-26.7832,-7.3428,0.2665
-26.6727,-7.3115,0.2713
-26.5618,-7.2812,0.2700
-26.4513,-7.2504,0.2690
-26.3404,-7.2213,0.2614
-26.2294,-7.1910,0.2644
-26.1184,-7.1620,0.2580
-26.0072,-7.1321,0.2607
-25.8955,-7.1019,0.2635
-25.7843,-7.0713,0.2671
-25.6733,-7.0413,0.2663
-25.5627,-7.0103,0.2706
-25.4517,-6.9803,0.2660
-25.3410,-6.9512,0.2585
-25.2307,-6.9241,0.2474
-25.1205,-6.8957,0.2500
-25.0098,-6.8671,0.2531
-24.8996,-6.8373,0.2596
-24.7894,-6.8084,0.2589
-24.6791,-6.7784,0.2635
-24.5683,-6.7477,0.2693
-24.4575,-6.7171,0.2680
-24.3462,-6.6866,0.2676
-24.2351,-6.6574,0.2588
-24.1239,-6.6276,0.2629
-24.0124,-6.5985,0.2551
-23.9019,-6.5695,0.2585
-23.7913,-6.5400,0.2577
-23.6807,-6.5117,0.2551
-23.5697,-6.4823,0.2578
-23.4588,-6.4517,0.2662
-23.3480,-6.4209,0.2691
-23.2371,-6.3902,0.2705
-23.1270,-6.3604,0.2647
-23.0160,-6.3301,0.2668
-22.9048,-6.2989,0.2724
-22.7947,-6.2672,0.2763
-22.6842,-6.2366,0.2726
-22.5746,-6.2067,0.2671
-22.4646,-6.1781,0.2594
-22.3544,-6.1482,0.2628
-22.2437,-6.1201,0.2524
-22.1326,-6.0909,0.2561
-22.0209,-6.0610,0.2604
-21.9094,-6.0307,0.2631
-21.7981,-6.0015,0.2591
-21.6871,-5.9710,0.2654
-21.5757,-5.9415,0.2608
-21.4634,-5.9122,0.2564
-21.3527,-5.8828,0.2614
-21.2418,-5.8524,0.2637
-21.1311,-5.8216,0.2703
-21.0208,-5.7919,0.2628
-20.9102,-5.7624,0.2636
-20.7995,-5.7325,0.2619
-20.6887,-5.7042,0.2555
-20.5782,-5.6737,0.2653
-20.4680,-5.6423,0.2740
-20.3577,-5.6126,0.2645
-20.2471,-5.5822,0.2683
-20.1365,-5.5531,0.2585
-20.0264,-5.5234,0.2650
-19.9163,-5.4923,0.2717
-19.8061,-5.4615,0.2699
-19.6955,-5.4329,0.2590
-19.5851,-5.4029,0.2644
-19.4742,-5.3737,0.2590
-19.3633,-5.3427,0.2694
-19.2525,-5.3129,0.2619
-19.1409,-5.2835,0.2599
-19.0291,-5.2531,0.2645
-18.9177,-5.2232,0.2617
-18.8066,-5.1952,0.2520
-18.6964,-5.1654,0.2607
-18.5856,-5.1367,0.2554
-18.4744,-5.1069,0.2597
-18.3636,-5.0764,0.2669
-18.2534,-5.0460,0.2662
-18.1427,-5.0169,0.2613
-18.0317,-4.9872,0.2611
-17.9205,-4.9586,0.2552
-17.8093,-4.9288,0.2597
-17.6981,-4.8999,0.2550
-17.5861,-4.8713,0.2511
-17.4745,-4.8436,0.2474
-17.3641,-4.8144,0.2554
-17.2544,-4.7849,0.2616
-17.1451,-4.7537,0.2714
-17.0353,-4.7233,0.2702
-16.9247,-4.6932,0.2671
-16.8143,-4.6624,0.2715
-16.7040,-4.6327,0.2636
-16.5937,-4.6025,0.2677
-16.4827,-4.5725,0.2632
-16.3718,-4.5426,0.2646
-16.2609,-4.5125,0.2630
-16.1501,-4.4832,0.2615
-16.0388,-4.4524,0.2668
-15.9271,-4.4213,0.2701
-15.8167,-4.3917,0.2642
-15.7070,-4.3604,0.2737
-15.5965,-4.3308,0.2642
-15.4853,-4.3009,0.2638
-15.3744,-4.2702,0.2687
-15.2635,-4.2391,0.2714
-15.1524,-4.2092,0.2656
-15.0414,-4.1792,0.2643
-14.9307,-4.1510,0.2534
-14.8200,-4.1216,0.2592
-14.7090,-4.0929,0.2530
-14.5982,-4.0636,0.2570
-14.4871,-4.0338,0.2613
-14.3763,-4.0033,0.2664
-14.2655,-3.9736,0.2636
-14.1546,-3.9435,0.2629
-14.0436,-3.9150,0.2566
-13.9332,-3.8850,0.2628
-13.8226,-3.8560,0.2587
-13.7122,-3.8258,0.2639
-13.6014,-3.7956,0.2667
-13.4907,-3.7650,0.2665
-13.3798,-3.7348,0.2682
-13.2694,-3.7048,0.2637
-13.1584,-3.6763,0.2567
-13.0472,-3.6466,0.2600
-12.9371,-3.6156,0.2713
-12.8266,-3.5849,0.2688
-12.7154,-3.5544,0.2689
-12.6050,-3.5245,0.2638
-12.4939,-3.4954,0.2594
-12.3827,-3.4663,0.2559
-12.2721,-3.4378,0.2546
-12.1610,-3.4089,0.2541
-12.0501,-3.3790,0.2624
-11.9391,-3.3489,0.2619
-11.8279,-3.3186,0.2652
-11.7169,-3.2888,0.2618
-11.6051,-3.2593,0.2595
-11.4931,-3.2293,0.2618
-11.3827,-3.1983,0.2695
-11.2724,-3.1686,0.2658
-11.1625,-3.1376,0.2721
-11.0519,-3.1077,0.2655
-10.9413,-3.0777,0.2648
-10.8308,-3.0492,0.2554
-10.7203,-3.0198,0.2589
-10.6090,-2.9903,0.2601
-10.4977,-2.9598,0.2651
-10.3867,-2.9303,0.2623
-10.2760,-2.8995,0.2686
-10.1649,-2.8696,0.2641
-10.0531,-2.8396,0.2629
-9.9413,-2.8092,0.2667
-9.8307,-2.7793,0.2621
-9.7205,-2.7498,0.2646
-9.6102,-2.7195,0.2649
-9.4995,-2.6903,0.2605
-9.3888,-2.6611,0.2578
-9.2782,-2.6333,0.2514
-9.1673,-2.6042,0.2547
-9.0562,-2.5745,0.2597
-8.9454,-2.5439,0.2658
-8.8344,-2.5136,0.2668
-8.7237,-2.4842,0.2604
-8.6136,-2.4542,0.2660
-8.5034,-2.4242,0.2656
-8.3931,-2.3929,0.2736
-8.2825,-2.3625,0.2695
-8.1716,-2.3320,0.2682
-8.0613,-2.3035,0.2570
-7.9511,-2.2739,0.2627
-7.8410,-2.2444,0.2602
-7.7303,-2.2145,0.2631
-7.6190,-2.1843,0.2653
-7.5082,-2.1531,0.2711
-7.3971,-2.1234,0.2635
-7.2860,-2.0933,0.2642
-7.1752,-2.0650,0.2534
-7.0651,-2.0357,0.2592
-6.9548,-2.0061,0.2616
-6.8445,-1.9760,0.2641
-6.7342,-1.9460,0.2667
-6.6242,-1.9156,0.2665
-6.5133,-1.8868,0.2588
-6.4022,-1.8571,0.2606
-6.2913,-1.8292,0.2497
-6.1803,-1.8001,0.2555
-6.0699,-1.7704,0.2622
-5.9600,-1.7394,0.2694
-5.8493,-1.7098,0.2632
-5.7380,-1.6796,0.2641
-5.6265,-1.6499,0.2619
-5.5147,-1.6200,0.2611
-5.4037,-1.5895,0.2659
-5.2929,-1.5591,0.2662
-5.1812,-1.5292,0.2625
-5.0695,-1.5006,0.2530
-4.9586,-1.4725,0.2523
-4.8480,-1.4432,0.2552
-4.7370,-1.4151,0.2509
-4.6254,-1.3864,0.2525
-4.5155,-1.3558,0.2669
-4.4058,-1.3263,0.2618
-4.2957,-1.2959,0.2679
-4.1853,-1.2660,0.2646
-4.0747,-1.2359,0.2642
-3.9642,-1.2077,0.2530
-3.8537,-1.1794,0.2552
-3.7431,-1.1495,0.2612
-3.6326,-1.1187,0.2684
-3.5222,-1.0881,0.2682
-3.4119,-1.0576,0.2693
-3.3013,-1.0287,0.2585
-3.1901,-0.9991,0.2610
-3.0793,-0.9691,0.2647
-2.9699,-0.9372,0.2780
-2.8601,-0.9058,0.2780
-2.7504,-0.8750,0.2726
-2.6399,-0.8461,0.2615
-2.5288,-0.8167,0.2614
-2.4180,-0.7885,0.2515
-2.3070,-0.7592,0.2576
-2.1959,-0.7290,0.2632
-2.0848,-0.6987,0.2651
-1.9740,-0.6687,0.2652
-1.8635,-0.6384,0.2646
-1.7526,-0.6097,0.2583
-1.6415,-0.5793,0.2648
-1.5298,-0.5484,0.2679
-1.4183,-0.5183,0.2634
-1.3070,-0.4882,0.2660
-1.1956,-0.4575,0.2679
-1.0848,-0.4259,0.2748
-0.9752,-0.3963,0.2651
-0.8646,-0.3674,0.2598
-0.7531,-0.3377,0.2608
-0.6417,-0.3074,0.2644
-0.5304,-0.2782,0.2583
-0.4199,-0.2480,0.2656
-0.3089,-0.2176,0.2645
-0.1973,-0.1874,0.2652
-0.0860,-0.1568,0.2672
0.0254,-0.1264,0.2662
0.1366,-0.0978,0.2550
0.2477,-0.0680,0.2611
0.3588,-0.0386,0.2582
0.4700,-0.0085,0.2620
0.5810,0.0196,0.2513
0.6921,0.0489,0.2574
0.8034,0.0791,0.2629
0.9138,0.1099,0.2675
1.0246,0.1389,0.2603
1.1354,0.1688,0.2621
1.2461,0.1975,0.2566
1.3565,0.2281,0.2675
1.4670,0.2598,0.2763
1.5769,0.2896,0.2654
1.6868,0.3189,0.2647
1.7965,0.3494,0.2676
1.9070,0.3789,0.2635
2.0171,0.4094,0.2675
2.1279,0.4384,0.2603
2.2396,0.4680,0.2592
2.3509,0.4981,0.2631
2.4620,0.5275,0.2581
2.5728,0.5565,0.2591
2.6828,0.5868,0.2640
2.7931,0.6167,0.2661
2.9037,0.6473,0.2688
3.0146,0.6784,0.2711
3.1253,0.7075,0.2603
3.2362,0.7373,0.2628
3.3467,0.7661,0.2564
3.4564,0.7962,0.2657
3.5663,0.8259,0.2616
3.6775,0.8547,0.2570
3.7894,0.8829,0.2493
3.9004,0.9121,0.2568
4.0112,0.9426,0.2648
4.1216,0.9737,0.2709
4.2321,1.0029,0.2603
4.3429,1.0332,0.2662
4.4539,1.0638,0.2686
4.5646,1.0946,0.2697
4.6759,1.1245,0.2653
4.7876,1.1547,0.2641
4.8989,1.1837,0.2585
5.0097,1.2142,0.2661
5.1205,1.2435,0.2596
5.2318,1.2727,0.2572
5.3433,1.3021,0.2594
