x,y,yaw
-35.5933,16.0602,-2.8814
-35.7015,16.0334,-2.8941
-35.8046,16.0121,-2.9259
-35.9077,15.9955,-2.9603
-36.0130,15.9799,-2.9793
-36.1203,15.9648,-2.9924
-36.2291,15.9509,-3.0067
-36.3395,15.9378,-3.0165
-36.4489,15.9262,-3.0322
-36.5576,15.9187,-3.0590
-36.6674,15.9124,-3.0734
-36.7772,15.9083,-3.0955
-36.8873,15.9064,-3.1138
-36.9957,15.9071,-3.1369
-37.1042,15.9106,3.1223
-37.2134,15.9153,3.1076
-37.3221,15.9224,3.0873
-37.4308,15.9314,3.0689
-37.5394,15.9427,3.0482
-37.6467,15.9568,3.0240
-37.7537,15.9732,3.0020
-37.8610,15.9912,2.9854
-37.9685,16.0108,2.9697
-38.0751,16.0332,2.9458
-38.1813,16.0575,2.9266
-38.2880,16.0838,2.9101
-38.3927,16.1123,2.8859
-38.4966,16.1436,2.8626
-38.6009,16.1760,2.8495
-38.7042,16.2104,2.8292
-38.8070,16.2469,2.8098
-38.9080,16.2861,2.7846
-39.0081,16.3279,2.7594
-39.1089,16.3712,2.7467
-39.2100,16.4152,2.7363
-39.3084,16.4608,2.7157
-39.4033,16.5090,2.6862
-39.4972,16.5595,2.6640
-39.5909,16.6116,2.6454
-39.6844,16.6657,2.6286
-39.7781,16.7211,2.6148
-39.8698,16.7792,2.5882
-39.9609,16.8395,2.5684
-40.0516,16.9015,2.5515
-40.1419,16.9658,2.5329
-40.2333,17.0312,2.5270
-40.3218,17.0956,2.5154
-40.4073,17.1626,2.4898
-40.4920,17.2321,2.4677
-40.5759,17.3029,2.4493
-40.6583,17.3753,2.4304
-40.7405,17.4495,2.4166
-40.8226,17.5242,2.4076
-40.9029,17.6002,2.3905
-40.9817,17.6771,2.3764
-41.0585,17.7554,2.3558
-41.1341,17.8358,2.3375
-41.2092,17.9170,2.3237
-41.2817,17.9991,2.3027
-41.3537,18.0829,2.2900
-41.4263,18.1670,2.2861
-41.4965,18.2516,2.2694
-41.5650,18.3375,2.2525
-41.6312,18.4247,2.2323
-41.6981,18.5134,2.2229
-41.7649,18.6034,2.2126
-41.8307,18.6951,2.1999
-41.8958,18.7881,2.1875
-41.9601,18.8821,2.1765
-42.0233,18.9770,2.1631
-42.0860,19.0729,2.1551
-42.1496,19.1689,2.1562
-42.2132,19.2645,2.1563
-42.2743,19.3602,2.1426
-42.3342,19.4569,2.1325
-42.3938,19.5538,2.1251
-42.4534,19.6520,2.1194
-42.5138,19.7507,2.1204
-42.5746,19.8492,2.1228
-42.6339,19.9476,2.1142
-42.6927,20.0470,2.1088
-42.7526,20.1463,2.1131
-42.8131,20.2458,2.1156
-42.8721,20.3447,2.1093
-42.9307,20.4440,2.1046
-42.9894,20.5440,2.1031
-43.0484,20.6440,2.1033
-43.1072,20.7440,2.1030
-43.1658,20.8436,2.1009
-43.2245,20.9437,2.1024
-43.2828,21.0434,2.0999
-43.3414,21.1431,2.1023
-43.4002,21.2431,2.1008
-43.4589,21.3435,2.1008
-43.5177,21.4437,2.1014
-43.5769,21.5432,2.1049
-43.6356,21.6423,2.1051
-43.6955,21.7406,2.1152
-43.7554,21.8391,2.1156
-43.8149,21.9377,2.1140
-43.8743,22.0359,2.1151
-43.9334,22.1341,2.1122
-43.9915,22.2331,2.1053
-44.0498,22.3327,2.1018
-44.1076,22.4325,2.0980
-44.1657,22.5319,2.0995
-44.2240,22.6313,2.0997
-44.2820,22.7307,2.0998
-44.3408,22.8296,2.1046
-44.3989,22.9291,2.1001
-44.4564,23.0291,2.0947
-44.5142,23.1289,2.0958
-44.5723,23.2285,2.0976
-44.6310,23.3283,2.1008
-44.6895,23.4278,2.1036
-44.7489,23.5260,2.1102
-44.8072,23.6245,2.1057
-44.8646,23.7231,2.1006
-44.9217,23.8226,2.0937
-44.9783,23.9232,2.0856
-45.0355,24.0236,2.0902
-45.0943,24.1229,2.1004
-45.1498,24.2220,2.0844
-45.2047,24.3222,2.0781
-45.2606,24.4222,2.0819
-45.3181,24.5216,2.0913
-45.3763,24.6214,2.0956
-45.4340,24.7204,2.0973
-45.4896,24.8193,2.0856
-45.5434,24.9193,2.0723
-45.5972,25.0195,2.0667
-45.6522,25.1201,2.0707
-45.7077,25.2208,2.0731
-45.7638,25.3215,2.0781
-45.8208,25.4220,2.0823
-45.8758,25.5230,2.0717
-45.9303,25.6243,2.0659
-45.9847,25.7255,2.0655
-46.0385,25.8270,2.0608
-46.0925,25.9289,2.0603
-46.1480,26.0291,2.0738
-46.2047,26.1296,2.0799
-46.2609,26.2305,2.0783
-46.3161,26.3316,2.0733
-46.3705,26.4330,2.0668
-46.4247,26.5349,2.0614
-46.4791,26.6362,2.0649
-46.5345,26.7367,2.0699
-46.5892,26.8382,2.0665
-46.6442,26.9394,2.0681
-46.6993,27.0406,2.0684
-46.7542,27.1417,2.0681
-46.8094,27.2428,2.0699
-46.8651,27.3443,2.0717
-46.9213,27.4458,2.0749
-46.9770,27.5475,2.0715
-47.0324,27.6493,2.0703
-47.0892,27.7499,2.0813
-47.1460,27.8503,2.0828
-47.2022,27.9512,2.0788
-47.2572,28.0516,2.0732
-47.3105,28.1521,2.0634
-47.3613,28.2526,2.0460
-47.4131,28.3532,2.0479
-47.4646,28.4547,2.0432
-47.5160,28.5570,2.0397
-47.5679,28.6589,2.0403
-47.6179,28.7601,2.0311
-47.6659,28.8623,2.0170
-47.7119,28.9645,1.9998
-47.7561,29.0675,1.9863
-47.8011,29.1707,1.9828
-47.8440,29.2746,1.9681
-47.8862,29.3792,1.9584
-47.9251,29.4829,1.9381
-47.9621,29.5882,1.9198
-48.0001,29.6946,1.9180
-48.0367,29.7997,1.9077
-48.0691,29.9039,1.8828
-48.0993,30.0090,1.8619
-48.1291,30.1159,1.8513
-48.1599,30.2244,1.8491
-48.1890,30.3332,1.8353
-48.2159,30.4429,1.8193
-48.2410,30.5522,1.8020
-48.2636,30.6618,1.7838
-48.2847,30.7716,1.7686
-48.3036,30.8813,1.7498
-48.3219,30.9920,1.7413
-48.3387,31.1012,1.7277
-48.3515,31.2082,1.7029
-48.3621,31.3166,1.6809
-48.3709,31.4258,1.6619
-48.3788,31.5367,1.6503
-48.3867,31.6484,1.6447
-48.3921,31.7581,1.6260
-48.3938,31.8669,1.5989
-48.3923,31.9747,1.5718
-48.3895,32.0837,1.5564
-48.3866,32.1944,1.5502
-48.3824,32.3057,1.5370
-48.3750,32.4167,1.5152
-48.3665,32.5279,1.5018
-48.3558,32.6367,1.4808
-48.3425,32.7452,1.4610
-48.3281,32.8547,1.4481
-48.3113,32.9619,1.4246
-48.2921,33.0688,1.4058
-48.2712,33.1757,1.3867
-48.2482,33.2821,1.3677
-48.2230,33.3881,1.3478
-48.1953,33.4935,1.3260
-48.1665,33.5997,1.3132
-48.1359,33.7046,1.2952
-48.1029,33.8080,1.2730
-48.0666,33.9090,1.2418
-48.0273,34.0095,1.2152
-47.9867,34.1111,1.2006
-47.9456,34.2130,1.1927
-47.9021,34.3124,1.1677
-47.8549,34.4093,1.1348
-47.8062,34.5066,1.1180
-47.7556,34.6046,1.1031
-47.7043,34.7040,1.0992
-47.6518,34.8025,1.0848
-47.5982,34.8959,1.0597
-47.5417,34.9868,1.0309
-47.4828,35.0760,1.0027
-47.4216,35.1644,0.9802
-47.3591,35.2541,0.9696
-47.2949,35.3414,0.9466
-47.2285,35.4272,0.9240
-47.1601,35.5128,0.9071
-47.0906,35.5988,0.8973
-47.0198,35.6824,0.8767
-46.9473,35.7638,0.8545
-46.8731,35.8440,0.8364
-46.7981,35.9230,0.8193
-46.7213,35.9991,0.7946
-46.6434,36.0748,0.7791
-46.5642,36.1480,0.7573
-46.4832,36.2198,0.7379
-46.4011,36.2894,0.7141
-46.3166,36.3581,0.6953
-46.2308,36.4266,0.6816
-46.1438,36.4933,0.6630
-46.0551,36.5596,0.6500
-45.9651,36.6252,0.6364
-45.8755,36.6890,0.6237
-45.7855,36.7499,0.6031
-45.6943,36.8062,0.5707
-45.6009,36.8629,0.5573
-45.5073,36.9188,0.5432
-45.4123,36.9721,0.5236
-45.3165,37.0247,0.5095
-45.2204,37.0734,0.4825
-45.1227,37.1218,0.4688
-45.0238,37.1696,0.4562
-44.9253,37.2137,0.4321
-44.8268,37.2543,0.4054
-44.7268,37.2925,0.3811
-44.6245,37.3310,0.3695
-44.5207,37.3690,0.3564
-44.4161,37.4047,0.3377
-44.3120,37.4382,0.3192
-44.2075,37.4688,0.2971
-44.1019,37.4976,0.2775
-43.9959,37.5247,0.2595
-43.8887,37.5498,0.2399
-43.7805,37.5738,0.2267
-43.6718,37.5963,0.2116
-43.5632,37.6168,0.1936
-43.4541,37.6353,0.1769
-43.3466,37.6511,0.1555
-43.2392,37.6637,0.1305
-43.1307,37.6745,0.1106
-43.0211,37.6839,0.0947
-42.9106,37.6919,0.0806
-42.7987,37.6996,0.0729
-42.6868,37.7065,0.0656
-42.5773,37.7110,0.0473
-42.4677,37.7126,0.0251
-42.3570,37.7129,0.0124
-42.2448,37.7132,0.0067
-42.1340,37.7113,-0.0118
-42.0228,37.7074,-0.0260
-41.9105,37.7031,-0.0335
-41.7981,37.6982,-0.0405
-41.6863,37.6914,-0.0553
-41.5734,37.6835,-0.0635
-41.4619,37.6747,-0.0761
-41.3515,37.6625,-0.0988
-41.2396,37.6497,-0.1072
-41.1267,37.6379,-0.1040
-41.0146,37.6246,-0.1155
-40.9019,37.6095,-0.1266
-40.7884,37.5951,-0.1260
-40.6752,37.5793,-0.1356
-40.5615,37.5625,-0.1429
-40.4475,37.5456,-0.1467
-40.3337,37.5271,-0.1569
-40.2198,37.5091,-0.1543
-40.1052,37.4920,-0.1511
-39.9900,37.4737,-0.1559
-39.8754,37.4553,-0.1581
-39.7614,37.4363,-0.1632
-39.6472,37.4169,-0.1665
-39.5340,37.3979,-0.1665
-39.4208,37.3771,-0.1782
-39.3075,37.3556,-0.1825
-39.1935,37.3353,-0.1789
-39.0791,37.3140,-0.1823
-38.9656,37.2936,-0.1793
-38.8517,37.2727,-0.1809
-38.7383,37.2518,-0.1811
-38.6261,37.2315,-0.1804
-38.5130,37.2101,-0.1854
-38.4000,37.1894,-0.1806
-38.2867,37.1688,-0.1804
-38.1733,37.1479,-0.1821
-38.0610,37.1265,-0.1878
-37.9485,37.1044,-0.1914
-37.8358,37.0813,-0.1994
-37.7224,37.0579,-0.2008
-37.6089,37.0353,-0.1966
-37.4966,37.0124,-0.2014
-37.3845,36.9882,-0.2084
-37.2720,36.9658,-0.1987
-37.1586,36.9436,-0.1965
-37.0454,36.9205,-0.2000
-36.9320,36.8976,-0.2000
-36.8184,36.8739,-0.2036
-36.7049,36.8514,-0.1967
-36.5915,36.8288,-0.1979
-36.4781,36.8058,-0.1987
-36.3650,36.7843,-0.1904
-36.2513,36.7628,-0.1894
-36.1390,36.7403,-0.1949
-36.0274,36.7166,-0.2044
-35.9150,36.6935,-0.2016
-35.8029,36.6719,-0.1937
-35.6902,36.6493,-0.1976
-35.5776,36.6269,-0.1967
-35.4657,36.6034,-0.2043
-35.3533,36.5793,-0.2086
-35.2410,36.5564,-0.2018
-35.1281,36.5337,-0.2001
-35.0148,36.5106,-0.2003
-34.9010,36.4878,-0.1996
-34.7878,36.4643,-0.2032
-34.6750,36.4419,-0.1960
-34.5620,36.4208,-0.1899
-34.4486,36.3986,-0.1920
-34.3351,36.3773,-0.1871
-34.2226,36.3570,-0.1825
-34.1101,36.3349,-0.1897
-33.9975,36.3134,-0.1883
-33.8880,36.2947,-0.1726
-33.7783,36.2793,-0.1517
-33.6674,36.2620,-0.1567
-33.5554,36.2436,-0.1598
-33.4427,36.2265,-0.1522
-33.3312,36.2115,-0.1385
-33.2189,36.1963,-0.1391
-33.1062,36.1792,-0.1473
-32.9927,36.1628,-0.1428
-32.8804,36.1484,-0.1312
-32.7682,36.1360,-0.1173
-32.6559,36.1222,-0.1228
-32.5430,36.1068,-0.1317
-32.4294,36.0921,-0.1283
-32.3163,36.0790,-0.1182
-32.2036,36.0675,-0.1077
-32.0910,36.0546,-0.1137
-31.9777,36.0410,-0.1175
-31.8633,36.0279,-0.1147
-31.7487,36.0146,-0.1147
-31.6350,36.0026,-0.1079
-31.5213,35.9893,-0.1154
-31.4072,35.9751,-0.1198
-31.2921,35.9615,-0.1178
-31.1779,35.9491,-0.1089
-31.0636,35.9382,-0.1017
-30.9493,35.9252,-0.1120
-30.8353,35.9121,-0.1129
-30.7225,35.8972,-0.1264
-30.6091,35.8807,-0.1382
-30.4956,35.8647,-0.1374
-30.3820,35.8498,-0.1336
-30.2675,35.8348,-0.1308
-30.1522,35.8205,-0.1255
-30.0369,35.8063,-0.1233
-29.9244,35.7913,-0.1319
-29.8117,35.7743,-0.1434
-29.6979,35.7582,-0.1396
-29.5836,35.7423,-0.1392
-29.4686,35.7261,-0.1404
-29.3533,35.7096,-0.1413
-29.2385,35.6946,-0.1322
-29.1238,35.6807,-0.1246
-29.0104,35.6676,-0.1173
-28.8973,35.6563,-0.1062
-28.7840,35.6436,-0.1120
-28.6699,35.6302,-0.1138
-28.5552,35.6166,-0.1175
-28.4408,35.6045,-0.1075
-28.3258,35.5932,-0.1012
-28.2105,35.5824,-0.0958
-28.0952,35.5722,-0.0903
-27.9836,35.5648,-0.0710
-27.8723,35.5608,-0.0478
-27.7612,35.5574,-0.0373
-27.6512,35.5567,-0.0161
-27.5401,35.5577,-0.0014
-27.4277,35.5593,0.0091
-27.3146,35.5606,0.0079
-27.2008,35.5605,0.0008
-27.0888,35.5593,-0.0050
-26.9811,35.5627,0.0224
-26.8725,35.5694,0.0456
-26.7618,35.5751,0.0467
-26.6501,35.5799,0.0444
-26.5404,35.5873,0.0623
-26.4298,35.5965,0.0745
-26.3178,35.6050,0.0730
-26.2060,35.6117,0.0636
-26.0970,35.6207,0.0796
-25.9871,35.6318,0.0917
-25.8754,35.6413,0.0853
-25.7633,35.6513,0.0905
-25.6515,35.6639,0.1045
-25.5387,35.6764,0.1070
-25.4252,35.6880,0.1038
-25.3132,35.7020,0.1198
-25.2002,35.7165,0.1227
-25.0868,35.7287,0.1112
-24.9732,35.7400,0.1040
-24.8617,35.7535,0.1173
-24.7495,35.7684,0.1257
-24.6367,35.7833,0.1296
-24.5236,35.7999,0.1411
-24.4101,35.8162,0.1410
-24.2972,35.8339,0.1519
-24.1836,35.8513,0.1500
-24.0709,35.8683,0.1520
-23.9589,35.8874,0.1629
-23.8463,35.9052,0.1578
-23.7346,35.9252,0.1734
-23.6221,35.9464,0.1810
-23.5089,35.9677,0.1836
-23.3958,35.9894,0.1887
-23.2848,36.0132,0.2056
-23.1734,36.0380,0.2138
-23.0616,36.0632,0.2195
-22.9506,36.0898,0.2308
-22.8399,36.1156,0.2290
-22.7298,36.1426,0.2363
-22.6194,36.1697,0.2402
-22.5085,36.1966,0.2373
-22.3988,36.2247,0.2489
-22.2920,36.2547,0.2669
-22.1851,36.2862,0.2803
-22.0770,36.3185,0.2852
-21.9685,36.3512,0.2903
-21.8606,36.3853,0.3019
-21.7527,36.4206,0.3124
-21.6449,36.4571,0.3219
-21.5385,36.4951,0.3371
-21.4316,36.5331,0.3369
-21.3238,36.5713,0.3402
-21.2163,36.6112,0.3518
-21.1093,36.6520,0.3606
-21.0022,36.6929,0.3635
-20.8968,36.7351,0.3766
-20.7924,36.7790,0.3907
-20.6877,36.8229,0.3954
-20.5827,36.8683,0.4041
-20.4774,36.9147,0.4116
-20.3723,36.9613,0.4153
-20.2677,37.0087,0.4223
-20.1630,37.0564,0.4260
-20.0584,37.1052,0.4331
-19.9531,37.1540,0.4330
-19.8477,37.2031,0.4344
-19.7431,37.2526,0.4395
-19.6399,37.3026,0.4491
-19.5386,37.3542,0.4631
-19.4367,37.4062,0.4689
-19.3355,37.4591,0.4787
-19.2347,37.5129,0.4864
-19.1336,37.5663,0.4855
-19.0339,37.6206,0.4971
-18.9345,37.6765,0.5062
-18.8347,37.7332,0.5124
-18.7350,37.7890,0.5120
-18.6361,37.8462,0.5197
-18.5379,37.9044,0.5306
-18.4394,37.9634,0.5365
-18.3418,38.0224,0.5432
-18.2451,38.0828,0.5520
-18.1480,38.1429,0.5532
-18.0526,38.2029,0.5615
-17.9585,38.2651,0.5765
-17.8652,38.3284,0.5906
-17.7737,38.3933,0.6077
-17.6804,38.4577,0.6029
-17.5871,38.5220,0.6043
-17.4959,38.5872,0.6178
-17.4073,38.6541,0.6376
-17.3182,38.7221,0.6458
-17.2281,38.7905,0.6481
-17.1388,38.8598,0.6577
-17.0509,38.9301,0.6699
-16.9638,39.0019,0.6827
-16.8768,39.0750,0.6932
-16.7898,39.1488,0.7008
-16.7035,39.2234,0.7082
-16.6179,39.2991,0.7196
-16.5320,39.3751,0.7227
-16.4473,39.4518,0.7328
-16.3636,39.5295,0.7433
-16.2800,39.6071,0.7459
-16.1961,39.6846,0.7454
-16.1132,39.7634,0.7572
-16.0312,39.8431,0.7669
-15.9514,39.9229,0.7810
-15.8727,40.0041,0.7931
-15.7927,40.0854,0.7916
-15.7112,40.1659,0.7840
-15.6304,40.2470,0.7861
-15.5531,40.3278,0.8040
-15.4778,40.4107,0.8226
-15.4017,40.4941,0.8264
-15.3247,40.5773,0.8259
-15.2492,40.6623,0.8388
-15.1733,40.7477,0.8416
-15.0974,40.8332,0.8453
-15.0238,40.9204,0.8620
-14.9494,41.0073,0.8599
-14.8761,41.0941,0.8679
-14.8034,41.1815,0.8727
-14.7292,41.2680,0.8647
-14.6554,41.3548,0.8679
-14.5831,41.4431,0.8796
-14.5103,41.5315,0.8810
-14.4384,41.6209,0.8908
-14.3663,41.7107,0.8914
-14.2938,41.8009,0.8928
-14.2217,41.8907,0.8938
-14.1516,41.9808,0.9066
-14.0822,42.0715,0.9125
-14.0128,42.1629,0.9197
-13.9437,42.2552,0.9255
-13.8743,42.3475,0.9260
-13.8059,42.4399,0.9315
-13.7391,42.5328,0.9409
-13.6716,42.6251,0.9401
-13.6042,42.7173,0.9397
-13.5369,42.8098,0.9421
-13.4723,42.9029,0.9585
-13.4075,42.9966,0.9620
-13.3431,43.0909,0.9679
-13.2806,43.1850,0.9808
-13.2196,43.2801,0.9939
-13.1604,43.3751,1.0083
-13.1020,43.4715,1.0191
-13.0438,43.5688,1.0263
-12.9841,43.6658,1.0197
-12.9263,43.7617,1.0289
-12.8723,43.8590,1.0521
-12.8184,43.9577,1.0649
-12.7646,44.0576,1.0721
-12.7111,44.1582,1.0778
-12.6579,44.2595,1.0843
-12.6058,44.3603,1.0915
-12.5583,44.4582,1.1127
-12.5139,44.5568,1.1356
-12.4706,44.6575,1.1536
-12.4293,44.7576,1.1710
-12.3910,44.8586,1.1941
-12.3532,44.9602,1.2069
-12.3202,45.0589,1.2353
-12.2916,45.1568,1.2669
-12.2650,45.2700,1.3162
-12.2460,45.3690,1.3521
-12.2282,45.4698,1.3771
-12.2143,45.5691,1.4115
-12.2047,45.6830,1.4589
-12.2007,45.7957,1.5077
-12.2028,45.9052,1.5601
-12.2104,46.0125,1.6088
-12.2250,46.1188,1.6672
-12.2457,46.2256,1.7225
-12.2712,46.3317,1.7710
-12.3017,46.4370,1.8227
-12.3387,46.5368,1.8855
-12.3816,46.6312,1.9495
-12.4300,46.7209,2.0128
-12.4829,46.8098,2.0642
-12.5399,46.8976,2.1125
-12.6022,46.9822,2.1651
-12.6698,47.0626,2.2255
-12.7426,47.1393,2.2855
-12.8183,47.2107,2.3437
-12.8978,47.2777,2.3961
-12.9796,47.3415,2.4456
-13.0656,47.3990,2.5053
-13.1558,47.4535,2.5562
-13.2507,47.5071,2.5950
-13.3490,47.5595,2.6290
-13.4496,47.6059,2.6799
-13.5530,47.6480,2.7252
-13.6569,47.6849,2.7722
-13.7637,47.7160,2.8233
-13.8750,47.7441,2.8661
-13.9751,47.7688,2.8818
-14.0778,47.7943,2.8913
-14.1812,47.8186,2.9030
-14.2835,47.8399,2.9265
-14.3864,47.8577,2.9546
-14.4914,47.8732,2.9768
-14.5980,47.8886,2.9898
-14.7048,47.9012,3.0125
-14.8133,47.9121,3.0295
-14.9235,47.9220,3.0441
-15.0352,47.9310,3.0543
-15.1474,47.9388,3.0663
-15.2591,47.9454,3.0765
-15.3677,47.9556,3.0546
-15.4773,47.9675,3.0415
-15.5887,47.9794,3.0393
-15.7015,47.9906,3.0432
-15.8153,48.0008,3.0494
-15.9296,48.0100,3.0580
-16.0444,48.0187,3.0637
-16.1597,48.0268,3.0692
-16.2753,48.0343,3.0746
-16.3902,48.0415,3.0773
-16.5039,48.0472,3.0875
-16.6168,48.0537,3.0830
-16.7303,48.0619,3.0741
-16.8445,48.0709,3.0672
-16.9595,48.0784,3.0746
-17.0750,48.0853,3.0801
-17.1904,48.0912,3.0879
-17.3062,48.0963,3.0945
-17.4223,48.1009,3.1000
-17.5388,48.1049,3.1049
-17.6557,48.1087,3.1073
-17.7700,48.1129,3.1042
-17.8828,48.1192,3.0911
-17.9961,48.1264,3.0820
-18.1102,48.1346,3.0750
-18.2250,48.1419,3.0793
-18.3405,48.1481,3.0852
-18.4562,48.1534,3.0935
-18.5720,48.1579,3.0997
-18.6882,48.1619,3.1051
-18.8039,48.1652,3.1106
-18.9193,48.1679,3.1158
-19.0298,48.1734,3.0958
-19.1406,48.1814,3.0798
-19.2527,48.1899,3.0709
-19.3664,48.1979,3.0715
-19.4809,48.2054,3.0756
-19.5962,48.2122,3.0809
-19.7115,48.2179,3.0892
-19.8272,48.2230,3.0953
-19.9431,48.2274,3.1008
-20.0591,48.2309,3.1092
-20.1756,48.2344,3.1094
-20.2894,48.2385,3.1059
-20.4025,48.2442,3.0957
-20.5161,48.2509,3.0857
-20.6306,48.2593,3.0747
-20.7457,48.2667,3.0780
-20.8613,48.2732,3.0833
-20.9772,48.2791,3.0887
-21.0935,48.2844,3.0942
-21.2100,48.2890,3.0997
-21.3266,48.2930,3.1051
-21.4429,48.2967,3.1088
-21.5579,48.2993,3.1157
-21.6704,48.3035,3.1059
-21.7829,48.3097,3.0923
-21.8964,48.3165,3.0867
-22.0107,48.3229,3.0858
-22.1259,48.3288,3.0896
-22.2415,48.3340,3.0949
-22.3573,48.3385,3.1004
-22.4732,48.3423,3.1073
-22.5894,48.3450,3.1148
-22.7059,48.3472,3.1200
-22.8224,48.3501,3.1164
-22.9384,48.3531,3.1169
-23.0544,48.3552,3.1222
-23.1664,48.3564,3.1265
-23.2751,48.3620,3.1008
-23.3849,48.3693,3.0852
-23.4964,48.3771,3.0783
-23.6093,48.3837,3.0827
-23.7235,48.3896,3.0880
-23.8384,48.3948,3.0934
-23.9538,48.3995,3.0988
-24.0695,48.4036,3.1042
-24.1856,48.4070,3.1097
-24.3021,48.4101,3.1124
-24.4183,48.4139,3.1103
-24.5344,48.4168,3.1152
-24.6487,48.4185,3.1236
-24.7605,48.4222,3.1097
-24.8718,48.4296,3.0869
-24.9842,48.4377,3.0772
-25.0981,48.4456,3.0753
-25.2126,48.4525,3.0801
-25.3277,48.4580,3.0903
-25.4434,48.4626,3.0980
-25.5595,48.4667,3.1035
-25.6759,48.4703,3.1090
-25.7925,48.4735,3.1120
-25.9076,48.4753,3.1226
-26.0214,48.4760,3.1316
-26.1310,48.4792,3.1150
-26.2410,48.4859,3.0937
-26.3527,48.4923,3.0896
-26.4660,48.4979,3.0915
-26.5802,48.5040,3.0894
-26.6952,48.5093,3.0942
-26.8106,48.5139,3.0996
-26.9263,48.5173,3.1084
-27.0420,48.5202,3.1141
-27.1560,48.5229,3.1154
-27.2673,48.5280,3.1006
-27.3786,48.5353,3.0848
-27.4910,48.5428,3.0798
-27.6048,48.5489,3.0872
-27.7194,48.5540,3.0947
-27.8345,48.5581,3.1019
-27.9496,48.5633,3.0976
-28.0643,48.5677,3.1020
-28.1767,48.5742,3.0875
-28.2893,48.5827,3.0732
-28.4032,48.5909,3.0727
-28.5180,48.5988,3.0720
-28.6333,48.6064,3.0758
-28.7490,48.6130,3.0826
-28.8646,48.6188,3.0874
-28.9793,48.6266,3.0763
-29.0938,48.6359,3.0652
-29.2085,48.6456,3.0618
-29.3224,48.6531,3.0719
-29.4371,48.6602,3.0776
-29.5517,48.6666,3.0827
-29.6656,48.6749,3.0713
-29.7797,48.6849,3.0588
-29.8942,48.6962,3.0497
-30.0080,48.7053,3.0598
-30.1221,48.7130,3.0695
-30.2364,48.7216,3.0646
-30.3507,48.7321,3.0551
-30.4655,48.7430,3.0495
-30.5811,48.7535,3.0518
-30.6958,48.7643,3.0469
-30.8101,48.7761,3.0419
-30.9248,48.7884,3.0361
-31.0403,48.8008,3.0359
-31.1556,48.8126,3.0395
-31.2696,48.8225,3.0494
-31.3836,48.8348,3.0368
-31.4976,48.8484,3.0281
-31.6122,48.8616,3.0286
-31.7258,48.8734,3.0361
-31.8398,48.8855,3.0346
-31.9541,48.8994,3.0246
-32.0692,48.9129,3.0255
-32.1842,48.9272,3.0193
-32.3000,48.9414,3.0198
-32.4158,48.9552,3.0231
-32.5313,48.9686,3.0251
-32.6464,48.9824,3.0225
-32.7619,48.9967,3.0201
-32.8770,49.0105,3.0216
-32.9914,49.0252,3.0143
-33.1056,49.0420,3.0014
-33.2201,49.0579,3.0060
-33.3339,49.0715,3.0170
-33.4466,49.0874,3.0041
-33.5599,49.1044,2.9984
-33.6734,49.1196,3.0064
-33.7869,49.1354,3.0019
-33.9006,49.1517,3.0023
-34.0151,49.1668,3.0084
-34.1290,49.1827,3.0024
-34.2427,49.2007,2.9887
-34.3566,49.2194,2.9845
-34.4712,49.2362,2.9919
-34.5858,49.2541,2.9876
-34.7005,49.2722,2.9857
-34.8149,49.2904,2.9835
-34.9294,49.3095,2.9789
-35.0438,49.3281,2.9802
-35.1575,49.3470,2.9770
-35.2716,49.3666,2.9737
-35.3859,49.3853,2.9781
-35.4989,49.4054,2.9682
-35.6125,49.4257,2.9675
-35.7256,49.4450,2.9720
-35.8392,49.4648,2.9689
-35.9529,49.4844,2.9721
-36.0654,49.5033,2.9745
-36.1780,49.5228,2.9707
-36.2915,49.5425,2.9713
-36.4056,49.5610,2.9772
-36.5198,49.5807,2.9711
-36.6335,49.6011,2.9669
-36.7461,49.6227,2.9555
-36.8594,49.6444,2.9551
-36.9730,49.6647,2.9629
-37.0868,49.6862,2.9565
-37.2006,49.7076,2.9569
-37.3143,49.7288,2.9563
-37.4284,49.7510,2.9513
-37.5412,49.7727,2.9519
-37.6536,49.7933,2.9574
-37.7667,49.8147,2.9555
-37.8804,49.8354,2.9603
-37.9943,49.8562,2.9599
-38.1085,49.8772,2.9603
-38.2217,49.8989,2.9535
-38.3352,49.9212,2.9502
-38.4489,49.9423,2.9556
-38.5623,49.9649,2.9476
-38.6758,49.9878,2.9447
-38.7885,50.0093,2.9521
-38.9019,50.0308,2.9523
-39.0152,50.0523,2.9549
-39.1272,50.0714,2.9682
-39.2398,50.0913,2.9655
-39.3523,50.1113,2.9659
-39.4644,50.1323,2.9588
-39.5774,50.1539,2.9557
-39.6903,50.1747,2.9599
-39.8034,50.1960,2.9552
-39.9169,50.2178,2.9538
-40.0296,50.2382,2.9597
-40.1424,50.2591,2.9583
-40.2552,50.2805,2.9550
-40.3672,50.3031,2.9470
-40.4800,50.3258,2.9452
-40.5929,50.3479,2.9473
-40.7064,50.3704,2.9457
-40.8197,50.3928,2.9481
-40.9332,50.4146,2.9494
-41.0471,50.4372,2.9470
-41.1612,50.4595,2.9483
-41.2750,50.4824,2.9442
-41.3888,50.5051,2.9456
-41.5019,50.5264,2.9523
-41.6148,50.5490,2.9467
-41.7284,50.5710,2.9495
-41.8423,50.5932,2.9484
-41.9562,50.6158,2.9477
-42.0697,50.6375,2.9510
-42.1828,50.6609,2.9403
-42.2961,50.6837,2.9438
