x,y,speed
-38.6009,16.1760,5.2934
-38.7042,16.2104,5.2973
-38.8070,16.2469,5.3070
-38.9080,16.2861,5.3146
-39.0081,16.3279,5.3202
-39.1089,16.3712,5.3137
-39.2100,16.4152,5.2919
-39.3084,16.4608,5.2761
-39.4033,16.5090,5.2777
-39.4972,16.5595,5.2877
-39.5909,16.6116,5.3053
-39.6844,16.6657,5.3300
-39.7781,16.7211,5.3607
-39.8698,16.7792,5.3946
-39.9609,16.8395,5.4173
-40.0516,16.9015,5.4303
-40.1419,16.9658,5.4369
-40.2333,17.0312,5.4174
-40.3218,17.0956,5.3847
-40.4073,17.1626,5.3804
-40.4920,17.2321,5.3986
-40.5759,17.3029,5.4213
-40.6583,17.3753,5.4523
-40.7405,17.4495,5.4749
-40.8226,17.5242,5.4682
-40.9029,17.6002,5.4447
-40.9817,17.6771,5.4303
-41.0585,17.7554,5.4393
-41.1341,17.8358,5.4619
-41.2092,17.9170,5.4833
-41.2817,17.9991,5.5074
-41.3537,18.0829,5.5266
-41.4263,18.1670,5.5249
-41.4965,18.2516,5.5191
-41.5650,18.3375,5.5334
-41.6312,18.4247,5.5581
-41.6981,18.5134,5.5774
-41.7649,18.6034,5.6032
-41.8307,18.6951,5.6431
-41.8958,18.7881,5.6853
-41.9601,18.8821,5.7169
-42.0233,18.9770,5.7483
-42.0860,19.0729,5.7746
-42.1496,19.1689,5.7829
-42.2132,19.2645,5.7780
-42.2743,19.3602,5.7909
-42.3342,19.4569,5.8141
-42.3938,19.5538,5.8408
-42.4534,19.6520,5.8691
-42.5138,19.7507,5.8957
-42.5746,19.8492,5.8998
-42.6339,19.9476,5.8973
-42.6927,20.0470,5.8961
-42.7526,20.1463,5.8993
-42.8131,20.2458,5.9054
-42.8721,20.3447,5.9226
-42.9307,20.4440,5.9436
-42.9894,20.5440,5.9626
-43.0484,20.6440,5.9766
-43.1072,20.7440,5.9885
-43.1658,20.8436,5.9949
-43.2245,20.9437,5.9947
-43.2828,21.0434,5.9893
-43.3414,21.1431,5.9811
-43.4002,21.2431,5.9652
-43.4589,21.3435,5.9482
-43.5177,21.4437,5.9321
-43.5769,21.5432,5.9222
-43.6356,21.6423,5.9161
-43.6955,21.7406,5.9163
-43.7554,21.8391,5.9143
-43.8149,21.9377,5.9124
-43.8743,22.0359,5.9073
-43.9334,22.1341,5.9055
-43.9915,22.2331,5.9118
-44.0498,22.3327,5.9257
-44.1076,22.4325,5.9367
-44.1657,22.5319,5.9438
-44.2240,22.6313,5.9482
-44.2820,22.7307,5.9430
-44.3408,22.8296,5.9326
-44.3989,22.9291,5.9245
-44.4564,23.0291,5.9217
-44.5142,23.1289,5.9145
-44.5723,23.2285,5.9039
-44.6310,23.3283,5.8885
-44.6895,23.4278,5.8727
-44.7489,23.5260,5.8548
-44.8072,23.6245,5.8403
-44.8646,23.7231,5.8282
-44.9217,23.8226,5.8202
-44.9783,23.9232,5.8112
-45.0355,24.0236,5.7958
-45.0943,24.1229,5.7786
-45.1498,24.2220,5.7746
-45.2047,24.3222,5.7676
-45.2606,24.4222,5.7514
-45.3181,24.5216,5.7526
-45.3763,24.6214,5.7572
-45.4340,24.7204,5.7499
-45.4896,24.8193,5.7580
-45.5434,24.9193,5.7946
-45.5972,25.0195,5.8149
-45.6522,25.1201,5.8306
-45.7077,25.2208,5.8510
-45.7638,25.3215,5.8640
-45.8208,25.4220,5.8559
-45.8758,25.5230,5.8500
-45.9303,25.6243,5.8471
-45.9847,25.7255,5.8418
-46.0385,25.8270,5.8278
-46.0925,25.9289,5.8124
-46.1480,26.0291,5.8130
-46.2047,26.1296,5.8185
-46.2609,26.2305,5.8223
-46.3161,26.3316,5.8405
-46.3705,26.4330,5.8720
-46.4247,26.5349,5.8941
-46.4791,26.6362,5.9166
-46.5345,26.7367,5.9444
-46.5892,26.8382,5.9617
-46.6442,26.9394,5.9695
-46.6993,27.0406,5.9735
-46.7542,27.1417,5.9711
-46.8094,27.2428,5.9570
-46.8651,27.3443,5.9448
-46.9213,27.4458,5.9288
-46.9770,27.5475,5.9054
-47.0324,27.6493,5.8672
-47.0892,27.7499,5.8312
-47.1460,27.8503,5.7952
-47.2022,27.9512,5.7677
-47.2572,28.0516,5.7578
-47.3105,28.1521,5.7809
-47.3613,28.2526,5.8122
-47.4131,28.3532,5.8238
-47.4646,28.4547,5.8105
-47.5160,28.5570,5.7755
-47.5679,28.6589,5.7167
-47.6179,28.7601,5.6543
-47.6659,28.8623,5.6144
-47.7119,28.9645,5.5926
-47.7561,29.0675,5.5780
-47.8011,29.1707,5.5731
-47.8440,29.2746,5.5686
-47.8862,29.3792,5.5477
-47.9251,29.4829,5.5267
-47.9621,29.5882,5.5217
-48.0001,29.6946,5.5159
-48.0367,29.7997,5.5096
-48.0691,29.9039,5.5266
-48.0993,30.0090,5.5526
-48.1291,30.1159,5.5543
-48.1599,30.2244,5.5354
-48.1890,30.3332,5.5131
-48.2159,30.4429,5.4906
-48.2410,30.5522,5.4661
-48.2636,30.6618,5.4451
-48.2847,30.7716,5.4329
-48.3036,30.8813,5.4226
-48.3219,30.9920,5.4055
-48.3387,31.1012,5.3953
-48.3515,31.2082,5.4049
-48.3621,31.3166,5.4167
-48.3709,31.4258,5.4163
-48.3788,31.5367,5.4068
-48.3867,31.6484,5.3889
-48.3921,31.7581,5.3702
-48.3938,31.8669,5.3740
-48.3923,31.9747,5.4062
-48.3895,32.0837,5.4372
-48.3866,32.1944,5.4463
-48.3824,32.3057,5.4420
-48.3750,32.4167,5.4222
-48.3665,32.5279,5.3826
-48.3558,32.6367,5.3518
-48.3425,32.7452,5.3420
-48.3281,32.8547,5.3303
-48.3113,32.9619,5.3209
-48.2921,33.0688,5.3277
-48.2712,33.1757,5.3345
-48.2482,33.2821,5.3294
-48.2230,33.3881,5.3162
-48.1953,33.4935,5.2925
-48.1665,33.5997,5.2631
-48.1359,33.7046,5.2427
-48.1029,33.8080,5.2341
-48.0666,33.9090,5.2419
-48.0273,34.0095,5.2678
-47.9867,34.1111,5.2929
-47.9456,34.2130,5.3143
-47.9021,34.3124,5.3511
-47.8549,34.4093,5.3917
-47.8062,34.5066,5.4027
-47.7556,34.6046,5.3818
-47.7043,34.7040,5.3364
-47.6518,34.8025,5.2748
-47.5982,34.8959,5.2195
-47.5417,34.9868,5.1993
-47.4828,35.0760,5.2268
-47.4216,35.1644,5.2822
-47.3591,35.2541,5.3292
-47.2949,35.3414,5.3603
-47.2285,35.4272,5.3820
-47.1601,35.5128,5.3797
-47.0906,35.5988,5.3550
-47.0198,35.6824,5.3380
-46.9473,35.7638,5.3298
-46.8731,35.8440,5.3110
-46.7981,35.9230,5.2929
-46.7213,35.9991,5.2916
-46.6434,36.0748,5.2969
-46.5642,36.1480,5.3058
-46.4832,36.2198,5.3318
-46.4011,36.2894,5.3765
-46.3166,36.3581,5.4229
-46.2308,36.4266,5.4478
-46.1438,36.4933,5.4446
-46.0551,36.5596,5.4260
-45.9651,36.6252,5.3920
-45.8755,36.6890,5.3471
-45.7855,36.7499,5.3252
-45.6943,36.8062,5.3354
-45.6009,36.8629,5.3498
-45.5073,36.9188,5.3623
-45.4123,36.9721,5.3702
-45.3165,37.0247,5.3558
-45.2204,37.0734,5.3282
-45.1227,37.1218,5.3056
-45.0238,37.1696,5.2903
-44.9253,37.2137,5.2947
-44.8268,37.2543,5.3263
-44.7268,37.2925,5.3596
-44.6245,37.3310,5.3745
-44.5207,37.3690,5.3758
-44.4161,37.4047,5.3673
-44.3120,37.4382,5.3554
-44.2075,37.4688,5.3552
-44.1019,37.4976,5.3720
-43.9959,37.5247,5.3965
-43.8887,37.5498,5.4123
-43.7805,37.5738,5.4036
-43.6718,37.5963,5.3752
-43.5632,37.6168,5.3454
-43.4541,37.6353,5.3288
-43.3466,37.6511,5.3433
-43.2392,37.6637,5.3954
-43.1307,37.6745,5.4575
-43.0211,37.6839,5.5062
-42.9106,37.6919,5.5412
-42.7987,37.6996,5.5518
-42.6868,37.7065,5.5329
-42.5773,37.7110,5.5174
-42.4677,37.7126,5.5325
-42.3570,37.7129,5.5569
-42.2448,37.7132,5.5768
-42.1340,37.7113,5.6085
-42.0228,37.7074,5.6356
-41.9105,37.7031,5.6261
-41.7981,37.6982,5.6100
-41.6863,37.6914,5.6163
-41.5734,37.6835,5.6216
-41.4619,37.6747,5.6333
-41.3515,37.6625,5.6832
-41.2396,37.6497,5.7338
-41.1267,37.6379,5.7588
-41.0146,37.6246,5.7836
-40.9019,37.6095,5.8060
-40.7884,37.5951,5.8098
-40.6752,37.5793,5.8171
-40.5615,37.5625,5.8396
-40.4475,37.5456,5.8599
-40.3337,37.5271,5.8780
-40.2198,37.5091,5.8904
-40.1052,37.4920,5.8972
-39.9900,37.4737,5.8904
-39.8754,37.4553,5.8829
-39.7614,37.4363,5.8756
-39.6472,37.4169,5.8734
-39.5340,37.3979,5.8766
-39.4208,37.3771,5.8988
-39.3075,37.3556,5.9247
-39.1935,37.3353,5.9502
-39.0791,37.3140,5.9711
-38.9656,37.2936,5.9860
-38.8517,37.2727,5.9883
-38.7383,37.2518,5.9834
-38.6261,37.2315,5.9702
-38.5130,37.2101,5.9524
-38.4000,37.1894,5.9296
-38.2867,37.1688,5.9092
-38.1733,37.1479,5.8917
-38.0610,37.1265,5.8826
-37.9485,37.1044,5.8847
-37.8358,37.0813,5.8929
-37.7224,37.0579,5.8966
-37.6089,37.0353,5.8989
-37.4966,37.0124,5.9002
-37.3845,36.9882,5.9002
-37.2720,36.9658,5.9044
-37.1586,36.9436,5.9155
-37.0454,36.9205,5.9297
-36.9320,36.8976,5.9388
-36.8184,36.8739,5.9434
-36.7049,36.8514,5.9373
-36.5915,36.8288,5.9201
-36.4781,36.8058,5.8974
-36.3650,36.7843,5.8782
-36.2513,36.7628,5.8606
-36.1390,36.7403,5.8554
-36.0274,36.7166,5.8593
-35.9150,36.6935,5.8682
-35.8029,36.6719,5.8793
-35.6902,36.6493,5.8858
-35.5776,36.6269,5.8913
-35.4657,36.6034,5.9028
-35.3533,36.5793,5.9151
-35.2410,36.5564,5.9246
-35.1281,36.5337,5.9347
-35.0148,36.5106,5.9395
-34.9010,36.4878,5.9335
-34.7878,36.4643,5.9235
-34.6750,36.4419,5.9155
-34.5620,36.4208,5.9139
-34.4486,36.3986,5.8878
-34.3351,36.3773,5.8474
-34.2226,36.3570,5.8074
-34.1101,36.3349,5.7663
-33.9975,36.3134,5.7156
-33.8880,36.2947,5.6996
-33.7783,36.2793,5.7241
-33.6674,36.2620,5.7442
-33.5554,36.2436,5.7660
-33.4427,36.2265,5.7866
-33.3312,36.2115,5.7994
-33.2189,36.1963,5.7829
-33.1062,36.1792,5.7700
-32.9927,36.1628,5.7553
-32.8804,36.1484,5.7518
-32.7682,36.1360,5.7499
-32.6559,36.1222,5.7561
-32.5430,36.1068,5.7692
-32.4294,36.0921,5.7857
-32.3163,36.0790,5.8107
-32.2036,36.0675,5.8391
-32.0910,36.0546,5.8652
-31.9777,36.0410,5.8858
-31.8633,36.0279,5.8995
-31.7487,36.0146,5.8928
-31.6350,36.0026,5.8758
-31.5213,35.9893,5.8581
-31.4072,35.9751,5.8352
-31.2921,35.9615,5.8043
-31.1779,35.9491,5.7815
-31.0636,35.9382,5.7661
-30.9493,35.9252,5.7524
-30.8353,35.9121,5.7516
-30.7225,35.8972,5.7739
-30.6091,35.8807,5.8095
-30.4956,35.8647,5.8305
-30.3820,35.8498,5.8473
-30.2675,35.8348,5.8616
-30.1522,35.8205,5.8654
-30.0369,35.8063,5.8555
-29.9244,35.7913,5.8664
-29.8117,35.7743,5.8829
-29.6979,35.7582,5.8839
-29.5836,35.7423,5.8759
-29.4686,35.7261,5.8614
-29.3533,35.7096,5.8338
-29.2385,35.6946,5.8071
-29.1238,35.6807,5.8020
-29.0104,35.6676,5.8065
-28.8973,35.6563,5.8158
-28.7840,35.6436,5.8253
-28.6699,35.6302,5.8283
-28.5552,35.6166,5.7955
-28.4408,35.6045,5.7407
-28.3258,35.5932,5.6765
-28.2105,35.5824,5.5975
-28.0952,35.5722,5.5134
-27.9836,35.5648,5.4737
-27.8723,35.5608,5.4811
-27.7612,35.5574,5.5106
-27.6512,35.5567,5.5788
-27.5401,35.5577,5.6405
-27.4277,35.5593,5.6571
-27.3146,35.5606,5.6512
-27.2008,35.5605,5.6470
-27.0888,35.5593,5.6045
-26.9811,35.5627,5.5977
-26.8725,35.5694,5.6456
-26.7618,35.5751,5.6836
-26.6501,35.5799,5.6941
-26.5404,35.5873,5.7256
-26.4298,35.5965,5.7510
-26.3178,35.6050,5.7475
-26.2060,35.6117,5.7384
-26.0970,35.6207,5.7581
-25.9871,35.6318,5.7878
-25.8754,35.6413,5.7932
-25.7633,35.6513,5.8016
-25.6515,35.6639,5.8223
-25.5387,35.6764,5.8286
-25.4252,35.6880,5.8059
-25.3132,35.7020,5.7920
-25.2002,35.7165,5.7700
-25.0868,35.7287,5.7538
-24.9732,35.7400,5.7373
-24.8617,35.7535,5.7448
-24.7495,35.7684,5.7679
-24.6367,35.7833,5.8012
-24.5236,35.7999,5.8278
-24.4101,35.8162,5.8581
-24.2972,35.8339,5.8725
-24.1836,35.8513,5.8610
-24.0709,35.8683,5.8445
-23.9589,35.8874,5.8264
-23.8463,35.9052,5.7930
-23.7346,35.9252,5.7652
-23.6221,35.9464,5.7534
-23.5089,35.9677,5.7380
-23.3958,35.9894,5.7291
-23.2848,36.0132,5.7465
-23.1734,36.0380,5.7754
-23.0616,36.0632,5.8067
-22.9506,36.0898,5.8344
-22.8399,36.1156,5.8361
-22.7298,36.1426,5.8123
-22.6194,36.1697,5.7731
-22.5085,36.1966,5.7224
-22.3988,36.2247,5.6813
-22.2920,36.2547,5.6708
-22.1851,36.2862,5.6756
-22.0770,36.3185,5.6784
-21.9685,36.3512,5.6894
-21.8606,36.3853,5.7080
-21.7527,36.4206,5.7189
-21.6449,36.4571,5.7323
-21.5385,36.4951,5.7579
-21.4316,36.5331,5.7677
-21.3238,36.5713,5.7547
-21.2163,36.6112,5.7432
-21.1093,36.6520,5.7284
-21.0022,36.6929,5.7075
-20.8968,36.7351,5.7096
-20.7924,36.7790,5.7349
-20.6877,36.8229,5.7584
-20.5827,36.8683,5.7840
-20.4774,36.9147,5.8172
-20.3723,36.9613,5.8443
-20.2677,37.0087,5.8604
-20.1630,37.0564,5.8670
-20.0584,37.1052,5.8587
-19.9531,37.1540,5.8345
-19.8477,37.2031,5.7987
-19.7431,37.2526,5.7637
-19.6399,37.3026,5.7470
-19.5386,37.3542,5.7467
-19.4367,37.4062,5.7506
-19.3355,37.4591,5.7664
-19.2347,37.5129,5.7880
-19.1336,37.5663,5.7923
-19.0339,37.6206,5.7895
-18.9345,37.6765,5.7984
-18.8347,37.7332,5.7988
-18.7350,37.7890,5.7853
-18.6361,37.8462,5.7851
-18.5379,37.9044,5.7890
-18.4394,37.9634,5.7717
-18.3418,38.0224,5.7442
-18.2451,38.0828,5.7207
-18.1480,38.1429,5.6934
-18.0526,38.2029,5.6740
-17.9585,38.2651,5.6706
-17.8652,38.3284,5.6783
-17.7737,38.3933,5.6925
-17.6804,38.4577,5.7022
-17.5871,38.5220,5.6912
-17.4959,38.5872,5.6800
-17.4073,38.6541,5.6793
-17.3182,38.7221,5.6750
-17.2281,38.7905,5.6666
-17.1388,38.8598,5.6683
-17.0509,38.9301,5.6763
-16.9638,39.0019,5.6874
-16.8768,39.0750,5.7008
-16.7898,39.1488,5.7173
-16.7035,39.2234,5.7427
-16.6179,39.2991,5.7679
-16.5320,39.3751,5.7775
-16.4473,39.4518,5.7811
-16.3636,39.5295,5.7809
-16.2800,39.6071,5.7624
-16.1961,39.6846,5.7345
-16.1132,39.7634,5.7147
-16.0312,39.8431,5.7098
-15.9514,39.9229,5.7048
-15.8727,40.0041,5.6983
-15.7927,40.0854,5.6932
-15.7112,40.1659,5.6929
-15.6304,40.2470,5.6786
-15.5531,40.3278,5.6897
-15.4778,40.4107,5.7279
-15.4017,40.4941,5.7562
-15.3247,40.5773,5.7720
-15.2492,40.6623,5.7986
-15.1733,40.7477,5.8114
-15.0974,40.8332,5.8108
-15.0238,40.9204,5.8308
-14.9494,41.0073,5.8482
-14.8761,41.0941,5.8553
-14.8034,41.1815,5.8527
-14.7292,41.2680,5.8497
-14.6554,41.3548,5.8401
-14.5831,41.4431,5.8456
-14.5103,41.5315,5.8497
-14.4384,41.6209,5.8539
-14.3663,41.7107,5.8527
-14.2938,41.8009,5.8424
-14.2217,41.8907,5.8261
-14.1516,41.9808,5.8192
-14.0822,42.0715,5.8199
-14.0128,42.1629,5.8308
-13.9437,42.2552,5.8501
-13.8743,42.3475,5.8617
-13.8059,42.4399,5.8613
-13.7391,42.5328,5.8565
-13.6716,42.6251,5.8365
-13.6042,42.7173,5.7989
-13.5369,42.8098,5.7561
-13.4723,42.9029,5.7187
-13.4075,42.9966,5.6784
-13.3431,43.0909,5.6514
-13.2806,43.1850,5.6516
-13.2196,43.2801,5.6684
-13.1604,43.3751,5.6758
-13.1020,43.4715,5.6835
-13.0438,43.5688,5.6818
-12.9841,43.6658,5.6636
-12.9263,43.7617,5.6462
-12.8723,43.8590,5.6571
-12.8184,43.9577,5.6614
-12.7646,44.0576,5.6417
-12.7111,44.1582,5.6054
-12.6579,44.2595,5.5432
-12.6058,44.3603,5.4505
-12.5583,44.4582,5.3718
-12.5139,44.5568,5.3177
-12.4706,44.6575,5.2451
-12.4293,44.7576,5.1549
-12.3910,44.8586,5.0557
-12.3532,44.9602,4.9362
-12.3202,45.0589,4.8029
-12.2916,45.1568,4.7043
-12.2650,45.2700,4.6392
-12.2460,45.3690,4.5756
-12.2282,45.4698,4.4913
-12.2143,45.5691,4.3950
-12.2047,45.6830,4.2942
-12.2007,45.7957,4.1960
-12.2028,45.9052,4.1190
-12.2104,46.0125,4.0667
-12.2250,46.1188,4.0253
-12.2457,46.2256,3.9757
-12.2712,46.3317,3.9212
-12.3017,46.4370,3.8738
-12.3387,46.5368,3.8513
-12.3816,46.6312,3.8615
-12.4300,46.7209,3.8967
-12.4829,46.8098,3.9269
-12.5399,46.8976,3.9399
-12.6022,46.9822,3.9461
-12.6698,47.0626,3.9433
-12.7426,47.1393,3.9476
-12.8183,47.2107,3.9999
-12.8978,47.2777,4.0924
-12.9796,47.3415,4.1916
-13.0656,47.3990,4.3053
-13.1558,47.4535,4.4085
-13.2507,47.5071,4.4506
-13.3490,47.5595,4.4651
-13.4496,47.6059,4.5158
-13.5530,47.6480,4.6091
-13.6569,47.6849,4.7481
-13.7637,47.7160,4.9454
-13.8750,47.7441,5.1412
-13.9751,47.7688,5.2732
-14.0778,47.7943,5.3285
-14.1812,47.8186,5.3250
-14.2835,47.8399,5.2973
-14.3864,47.8577,5.2967
-14.4914,47.8732,5.3298
-14.5980,47.8886,5.3838
-14.7048,47.9012,5.4720
-14.8133,47.9121,5.5496
-14.9235,47.9220,5.5938
-15.0352,47.9310,5.6328
-15.1474,47.9388,5.6707
-15.2591,47.9454,5.6716
-15.3677,47.9556,5.6875
-15.4773,47.9675,5.7232
-15.5887,47.9794,5.7402
-15.7015,47.9906,5.7548
-15.8153,48.0008,5.7856
-15.9296,48.0100,5.8057
-16.0444,48.0187,5.8139
-16.1597,48.0268,5.8203
-16.2753,48.0343,5.8253
-16.3902,48.0415,5.8241
-16.5039,48.0472,5.8143
-16.6168,48.0537,5.7980
-16.7303,48.0619,5.7953
-16.8445,48.0709,5.7887
-16.9595,48.0784,5.7867
-17.0750,48.0853,5.7986
-17.1904,48.0912,5.8163
-17.3062,48.0963,5.8200
-17.4223,48.1009,5.8184
-17.5388,48.1049,5.8138
-17.6557,48.1087,5.7951
-17.7700,48.1129,5.7713
-17.8828,48.1192,5.7619
-17.9961,48.1264,5.7663
-18.1102,48.1346,5.7686
-18.2250,48.1419,5.7745
-18.3405,48.1481,5.7931
-18.4562,48.1534,5.7923
-18.5720,48.1579,5.7674
-18.6882,48.1619,5.7433
-18.8039,48.1652,5.7232
-18.9193,48.1679,5.6897
-19.0298,48.1734,5.6840
-19.1406,48.1814,5.7128
-19.2527,48.1899,5.7421
-19.3664,48.1979,5.7641
-19.4809,48.2054,5.7904
-19.5962,48.2122,5.8106
-19.7115,48.2179,5.8159
-19.8272,48.2230,5.8157
-19.9431,48.2274,5.8125
-20.0591,48.2309,5.8070
-20.1756,48.2344,5.7897
-20.2894,48.2385,5.7693
-20.4025,48.2442,5.7619
-20.5161,48.2509,5.7702
-20.6306,48.2593,5.7827
-20.7457,48.2667,5.7963
-20.8613,48.2732,5.8152
-20.9772,48.2791,5.8330
-21.0935,48.2844,5.8369
-21.2100,48.2890,5.8271
-21.3266,48.2930,5.8179
-21.4429,48.2967,5.8086
-21.5579,48.2993,5.7889
-21.6704,48.3035,5.7798
-21.7829,48.3097,5.7934
-21.8964,48.3165,5.8074
-22.0107,48.3229,5.8105
-22.1259,48.3288,5.8206
-22.2415,48.3340,5.8306
-22.3573,48.3385,5.8378
-22.4732,48.3423,5.8484
-22.5894,48.3450,5.8705
-22.7059,48.3472,5.8626
-22.8224,48.3501,5.8256
-22.9384,48.3531,5.7772
-23.0544,48.3552,5.7246
-23.1664,48.3564,5.6627
-23.2751,48.3620,5.6518
-23.3849,48.3693,5.6847
-23.4964,48.3771,5.7173
-23.6093,48.3837,5.7542
-23.7235,48.3896,5.8051
-23.8384,48.3948,5.8400
-23.9538,48.3995,5.8557
-24.0695,48.4036,5.8788
-24.1856,48.4070,5.8860
-24.3021,48.4101,5.8541
-24.4183,48.4139,5.8009
-24.5344,48.4168,5.7504
-24.6487,48.4185,5.6883
-24.7605,48.4222,5.6459
-24.8718,48.4296,5.6544
-24.9842,48.4377,5.6841
-25.0981,48.4456,5.7081
-25.2126,48.4525,5.7436
-25.3277,48.4580,5.7749
-25.4434,48.4626,5.7935
-25.5595,48.4667,5.7883
-25.6759,48.4703,5.7612
-25.7925,48.4735,5.7325
-25.9076,48.4753,5.7088
-26.0214,48.4760,5.6776
-26.1310,48.4792,5.6808
-26.2410,48.4859,5.7279
-26.3527,48.4923,5.7681
-26.4660,48.4979,5.7996
-26.5802,48.5040,5.8282
-26.6952,48.5093,5.8230
-26.8106,48.5139,5.7861
-26.9263,48.5173,5.7618
-27.0420,48.5202,5.7343
-27.1560,48.5229,5.7004
-27.2673,48.5280,5.6981
-27.3786,48.5353,5.7289
-27.4910,48.5428,5.7500
-27.6048,48.5489,5.7708
-27.7194,48.5540,5.7961
-27.8345,48.5581,5.8089
-27.9496,48.5633,5.7975
-28.0643,48.5677,5.7873
-28.1767,48.5742,5.7900
-28.2893,48.5827,5.8133
-28.4032,48.5909,5.8216
-28.5180,48.5988,5.8212
-28.6333,48.6064,5.8273
-28.7490,48.6130,5.8220
-28.8646,48.6188,5.7910
-28.9793,48.6266,5.7854
-29.0938,48.6359,5.7932
-29.2085,48.6456,5.7764
-29.3224,48.6531,5.7700
-29.4371,48.6602,5.7711
-29.5517,48.6666,5.7464
-29.6656,48.6749,5.7279
-29.7797,48.6849,5.7333
-29.8942,48.6962,5.7317
-30.0080,48.7053,5.7447
-30.1221,48.7130,5.7779
-30.2364,48.7216,5.8015
-30.3507,48.7321,5.8294
-30.4655,48.7430,5.8635
-30.5811,48.7535,5.8773
-30.6958,48.7643,5.8815
-30.8101,48.7761,5.8834
-30.9248,48.7884,5.8687
-31.0403,48.8008,5.8455
-31.1556,48.8126,5.8302
-31.2696,48.8225,5.8183
-31.3836,48.8348,5.8137
-31.4976,48.8484,5.8255
-31.6122,48.8616,5.8397
-31.7258,48.8734,5.8619
-31.8398,48.8855,5.8810
-31.9541,48.8994,5.9047
-32.0692,48.9129,5.9214
-32.1842,48.9272,5.9383
-32.3000,48.9414,5.9454
-32.4158,48.9552,5.9469
-32.5313,48.9686,5.9300
-32.6464,48.9824,5.9085
-32.7619,48.9967,5.8810
-32.8770,49.0105,5.8456
-32.9914,49.0252,5.8195
-33.1056,49.0420,5.8105
-33.2201,49.0579,5.8095
-33.3339,49.0715,5.8223
-33.4466,49.0874,5.8519
-33.5599,49.1044,5.8790
-33.6734,49.1196,5.8888
-33.7869,49.1354,5.8895
-33.9006,49.1517,5.8767
-34.0151,49.1668,5.8591
-34.1290,49.1827,5.8441
-34.2427,49.2007,5.8530
-34.3566,49.2194,5.8659
-34.4712,49.2362,5.8901
-34.5858,49.2541,5.9099
-34.7005,49.2722,5.9293
-34.8149,49.2904,5.9385
-34.9294,49.3095,5.9447
-35.0438,49.3281,5.9437
-35.1575,49.3470,5.9434
-35.2716,49.3666,5.9420
-35.3859,49.3853,5.9373
-35.4989,49.4054,5.9407
-35.6125,49.4257,5.9462
-35.7256,49.4450,5.9547
-35.8392,49.4648,5.9589
-35.9529,49.4844,5.9596
-36.0654,49.5033,5.9451
-36.1780,49.5228,5.9219
-36.2915,49.5425,5.8982
-36.4056,49.5610,5.8764
-36.5198,49.5807,5.8616
-36.6335,49.6011,5.8665
-36.7461,49.6227,5.8886
-36.8594,49.6444,5.9055
-36.9730,49.6647,5.9270
-37.0868,49.6862,5.9429
-37.2006,49.7076,5.9498
-37.3143,49.7288,5.9465
-37.4284,49.7510,5.9494
-37.5412,49.7727,5.9470
-37.6536,49.7933,5.9450
-37.7667,49.8147,5.9415
-37.8804,49.8354,5.9407
-37.9943,49.8562,5.9328
-38.1085,49.8772,5.9277
-38.2217,49.8989,5.9252
-38.3352,49.9212,5.9211
-38.4489,49.9423,5.9102
-38.5623,49.9649,5.8995
-38.6758,49.9878,5.8883
-38.7885,50.0093,5.8777
-38.9019,50.0308,5.8657
-39.0152,50.0523,5.8622
-39.1272,50.0714,5.8717
-39.2398,50.0913,5.8811
-39.3523,50.1113,5.8952
-39.4644,50.1323,5.9163
-39.5774,50.1539,5.9371
-39.6903,50.1747,5.9429
-39.8034,50.1960,5.9408
-39.9169,50.2178,5.9314
-40.0296,50.2382,5.9204
-40.1424,50.2591,5.9069
-40.2552,50.2805,5.9065
-40.3672,50.3031,5.9212
-40.4800,50.3258,5.9379
-40.5929,50.3479,5.9539
-40.7064,50.3704,5.9678
-40.8197,50.3928,5.9733
-40.9332,50.4146,5.9692
-41.0471,50.4372,5.9639
-41.1612,50.4595,5.9597
-41.2750,50.4824,5.9594
-41.3888,50.5051,5.9631
-41.5019,50.5264,5.9715
-41.6148,50.5490,5.9764
-41.7284,50.5710,5.9783
-41.8423,50.5932,5.9765
-41.9562,50.6158,5.9686
-42.0697,50.6375,5.9555
-42.1828,50.6609,5.9466
-42.2961,50.6837,5.9366
-42.4094,50.7064,5.9297
-42.5226,50.7305,5.9277
-42.6345,50.7530,5.9312
-42.7470,50.7754,5.9376
-42.8597,50.7976,5.9457
-42.9731,50.8195,5.9479
-43.0867,50.8425,5.9512
-43.2003,50.8648,5.9527
-43.3142,50.8870,5.9529
-43.4286,50.9093,5.9511
-43.5418,50.9302,5.9562
-43.6547,50.9518,5.9567
-43.7684,50.9734,5.9535
-43.8816,50.9946,5.9445
-43.9945,51.0169,5.9427
-44.1072,51.0393,5.9376
-44.2198,51.0609,5.9344
-44.3329,51.0830,5.9348
-44.4460,51.1040,5.9405
-44.5596,51.1251,5.9409
-44.6733,51.1468,5.9380
-44.7857,51.1680,5.9265
-44.8985,51.1904,5.9075
-45.0110,51.2115,5.8873
-45.1234,51.2326,5.8651
-45.2364,51.2543,5.8520
-45.3475,51.2769,5.8577
-45.4589,51.3008,5.8750
-45.5707,51.3240,5.8944
-45.6832,51.3464,5.9165
-45.7962,51.3699,5.9323
-45.9096,51.3929,5.9362
-46.0228,51.4170,5.9373
-46.1354,51.4406,5.9363
-46.2479,51.4632,5.9386
-46.3610,51.4866,5.9443
-46.4744,51.5088,5.9530
