x,y,speed
-46.5881,51.5312,5.9590
-46.7020,51.5541,5.9660
-46.8160,51.5766,5.9659
-46.9302,51.6000,5.9617
-47.0443,51.6222,5.9569
-47.1585,51.6445,5.9472
-47.2728,51.6672,5.9372
-47.3866,51.6886,5.9329
-47.5007,51.7103,5.9287
-47.6139,51.7318,5.9271
-47.7263,51.7543,5.9352
-47.8396,51.7771,5.9429
-47.9530,51.7987,5.9435
-48.0666,51.8216,5.9417
-48.1800,51.8445,5.9370
-48.2932,51.8664,5.9285
-48.4068,51.8894,5.9184
-48.5191,51.9109,5.9204
-48.6314,51.9311,5.9324
-48.7442,51.9525,5.9409
-48.8575,51.9727,5.9401
-48.9711,51.9938,5.9321
-49.0848,52.0152,5.9151
-49.1980,52.0354,5.8927
-49.3110,52.0567,5.8782
-49.4233,52.0783,5.8780
-49.5351,52.1014,5.8924
-49.6477,52.1247,5.9085
-49.7606,52.1473,5.9197
-49.8738,52.1708,5.9226
-49.9874,52.1936,5.9229
-50.1017,52.2156,5.9199
-50.2160,52.2385,5.9164
-50.3298,52.2614,5.9192
-50.4433,52.2854,5.9302
-50.5566,52.3085,5.9380
-50.6699,52.3316,5.9452
-50.7834,52.3547,5.9508
-50.8971,52.3768,5.9512
-51.0108,52.3994,5.9469
-51.1243,52.4221,5.9369
-51.2379,52.4446,5.9151
-51.3519,52.4672,5.8951
-51.4653,52.4880,5.8864
-51.5791,52.5094,5.8750
-51.6926,52.5311,5.8761
-51.8044,52.5538,5.8936
-51.9167,52.5773,5.9167
-52.0293,52.6000,5.9283
-52.1422,52.6239,5.9431
-52.2554,52.6478,5.9484
-52.3683,52.6704,5.9488
-52.4814,52.6940,5.9428
-52.5949,52.7170,5.9428
-52.7086,52.7390,5.9438
-52.8220,52.7624,5.9499
-52.9355,52.7852,5.9559
-53.0488,52.8088,5.9624
-53.1623,52.8317,5.9675
-53.2756,52.8545,5.9732
-53.3889,52.8773,5.9775
-53.5025,52.8997,5.9774
-53.6163,52.9225,5.9762
-53.7301,52.9455,5.9750
-53.8439,52.9682,5.9708
-53.9577,52.9915,5.9641
-54.0710,53.0135,5.9591
-54.1847,53.0358,5.9518
-54.2985,53.0579,5.9438
-54.4124,53.0800,5.9383
-54.5266,53.1030,5.9367
-54.6399,53.1251,5.9382
-54.7527,53.1457,5.9411
-54.8659,53.1676,5.9427
-54.9793,53.1887,5.9338
-55.0926,53.2101,5.9161
-55.2063,53.2316,5.8723
-55.3188,53.2512,5.8150
-55.4305,53.2708,5.7581
-55.5426,53.2925,5.7158
-55.6556,53.3134,5.6822
-55.7663,53.3313,5.6856
-55.8767,53.3460,5.7165
-55.9888,53.3617,5.7478
-56.1019,53.3783,5.7658
-56.2161,53.3942,5.7856
-56.3300,53.4092,5.7970
-56.4430,53.4216,5.8015
-56.5559,53.4351,5.8066
-56.6689,53.4499,5.8229
-56.7830,53.4652,5.8337
-56.8973,53.4791,5.8331
-57.0119,53.4921,5.8188
-57.1255,53.5050,5.8045
-57.2390,53.5198,5.7808
-57.3535,53.5338,5.7552
-57.4671,53.5464,5.7476
-57.5807,53.5568,5.7630
-57.6941,53.5666,5.7767
-57.8074,53.5788,5.7996
-57.9215,53.5917,5.8314
-58.0365,53.6036,5.8493
-58.1515,53.6152,5.8550
-58.2652,53.6267,5.8575
-58.3789,53.6400,5.8600
-58.4933,53.6535,5.8538
-58.6083,53.6659,5.8472
-58.7222,53.6776,5.8409
-58.8355,53.6905,5.8424
-58.9494,53.7047,5.8483
-59.0639,53.7179,5.8567
-59.1786,53.7299,5.8698
-59.2922,53.7415,5.8702
-59.4060,53.7545,5.8636
-59.5204,53.7673,5.8422
-59.6356,53.7793,5.8203
-59.7509,53.7908,5.7951
-59.8656,53.8009,5.7924
-59.9805,53.8101,5.7906
-60.0960,53.8189,5.7937
-60.2121,53.8271,5.8034
-60.3262,53.8337,5.8162
-60.4399,53.8401,5.8091
-60.5540,53.8484,5.8119
-60.6685,53.8578,5.8187
-60.7838,53.8664,5.8185
-60.8996,53.8742,5.8212
-61.0156,53.8813,5.8332
-61.1315,53.8878,5.8350
-61.2477,53.8937,5.8317
-61.3643,53.8989,5.8354
-61.4806,53.9038,5.8292
-61.5964,53.9083,5.8239
-61.7119,53.9114,5.8221
-61.8272,53.9139,5.8189
-61.9424,53.9154,5.8099
-62.0573,53.9188,5.8075
-62.1727,53.9228,5.8053
-62.2878,53.9254,5.8048
-62.4032,53.9264,5.8182
-62.5185,53.9269,5.8343
-62.6332,53.9289,5.8545
-62.7484,53.9313,5.8745
-62.8636,53.9323,5.8987
-62.9791,53.9324,5.9178
-63.0944,53.9338,5.9335
-63.2096,53.9341,5.9424
-63.3251,53.9343,5.9490
-63.4404,53.9356,5.9447
-63.5560,53.9362,5.9336
-63.6721,53.9367,5.9205
-63.7882,53.9368,5.9068
-63.9040,53.9364,5.8901
-64.0191,53.9377,5.8849
-64.1345,53.9393,5.8791
-64.2503,53.9398,5.8812
-64.3665,53.9395,5.8860
-64.4821,53.9399,5.8978
-64.5977,53.9411,5.8987
-64.7136,53.9411,5.9075
-64.8296,53.9405,5.9092
-64.9452,53.9409,5.9123
-65.0610,53.9416,5.9079
-65.1768,53.9408,5.9109
-65.2922,53.9400,5.8987
-65.4076,53.9402,5.8946
-65.5231,53.9409,5.8783
-65.6386,53.9405,5.8658
-65.7536,53.9404,5.8499
-65.8684,53.9425,5.8541
-65.9838,53.9439,5.8495
-66.0994,53.9437,5.8637
-66.2153,53.9431,5.8752
-66.3311,53.9435,5.8864
-66.4471,53.9442,5.8858
-66.5633,53.9440,5.8888
-66.6794,53.9431,5.8853
-66.7955,53.9432,5.8870
-66.9111,53.9443,5.8922
-67.0269,53.9446,5.9007
-67.1432,53.9441,5.9101
-67.2595,53.9437,5.9154
-67.3758,53.9444,5.9147
-67.4922,53.9442,5.8979
-67.6087,53.9434,5.8613
-67.7248,53.9437,5.8148
-67.8411,53.9445,5.7669
-67.9577,53.9443,5.7237
-68.0731,53.9430,5.6973
-68.1853,53.9390,5.7009
-68.2986,53.9345,5.7263
-68.4126,53.9287,5.7579
-68.5268,53.9238,5.7937
-68.6414,53.9204,5.8366
-68.7565,53.9177,5.8557
-68.8726,53.9155,5.8419
-68.9888,53.9125,5.8243
-69.1047,53.9095,5.7910
-69.2192,53.9076,5.7340
-69.3295,53.9025,5.7067
-69.4406,53.8956,5.7040
-69.5529,53.8883,5.6783
-69.6660,53.8821,5.6688
-69.7795,53.8775,5.6755
-69.8934,53.8740,5.6702
-70.0042,53.8686,5.6568
-70.1141,53.8601,5.6748
-70.2255,53.8512,5.6903
-70.3380,53.8444,5.7140
-70.4506,53.8380,5.7225
-70.5610,53.8287,5.7509
-70.6723,53.8178,5.7916
-70.7846,53.8065,5.8219
-70.8971,53.7969,5.8376
-71.0098,53.7851,5.8677
-71.1235,53.7726,5.8852
-71.2378,53.7612,5.8713
-71.3513,53.7483,5.8626
-71.4655,53.7347,5.8560
-71.5802,53.7216,5.8453
-71.6953,53.7097,5.8251
-71.8082,53.6961,5.8241
-71.9214,53.6810,5.8315
-72.0350,53.6677,5.8428
-72.1487,53.6550,5.8546
-72.2618,53.6408,5.8705
-72.3756,53.6259,5.8759
-72.4898,53.6122,5.8662
-72.6030,53.5974,5.8473
-72.7165,53.5816,5.8276
-72.8305,53.5678,5.8062
-72.9448,53.5547,5.7896
-73.0576,53.5408,5.7817
-73.1701,53.5248,5.7923
-73.2833,53.5095,5.7917
-73.3957,53.4958,5.7901
-73.5084,53.4834,5.7710
-73.6208,53.4687,5.7486
-73.7343,53.4541,5.7058
-73.8479,53.4407,5.6636
-73.9610,53.4293,5.6252
-74.0745,53.4195,5.6000
-74.1884,53.4115,5.5601
-74.3018,53.4023,5.5086
-74.4135,53.3903,5.4624
-74.5253,53.3776,5.4081
-74.6353,53.3626,5.3362
-74.7438,53.3459,5.2325
-74.8520,53.3263,5.0809
-74.9603,53.3048,4.8421
-75.0678,53.2810,4.5003
-75.1717,53.2552,4.0708
-75.2675,53.2259,3.6097
-75.3708,53.1865,3.1658
-75.4622,53.1427,2.7723
-75.5563,53.0857,2.4747
-75.6392,53.0229,2.2820
-75.7203,52.9459,2.1637
-75.7890,52.8638,2.0853
-75.8454,52.7804,2.0644
-75.8927,52.6910,2.0810
-75.9341,52.5955,2.1084
-75.9642,52.4891,2.1606
-75.9813,52.3814,2.2808
-75.9882,52.2721,2.4484
-75.9837,52.1620,2.6354
-75.9699,52.0611,2.8918
-75.9452,51.9587,3.2419
-75.9109,51.8531,3.6014
-75.8742,51.7551,3.9302
-75.8297,51.6581,4.2684
-75.7765,51.5588,4.5663
-75.7263,51.4665,4.7738
-75.6715,51.3717,4.9524
-75.6115,51.2773,5.1459
-75.5462,51.1829,5.3267
-75.4873,51.1012,5.4963
-75.4258,51.0178,5.6413
-75.3630,50.9312,5.7263
-75.2983,50.8431,5.7536
-75.2319,50.7546,5.7372
-75.1653,50.6653,5.6826
-75.0974,50.5770,5.6305
-75.0277,50.4901,5.6070
-74.9567,50.4033,5.5929
-74.8851,50.3168,5.5937
-74.8120,50.2321,5.6254
-74.7378,50.1475,5.6664
-74.6624,50.0635,5.7040
-74.5854,49.9808,5.7478
-74.5077,49.8975,5.7849
-74.4297,49.8134,5.8009
-74.3513,49.7300,5.8129
-74.2721,49.6478,5.8356
-74.1925,49.5670,5.8600
-74.1129,49.4861,5.8803
-74.0329,49.4051,5.9018
-73.9523,49.3245,5.9135
-73.8717,49.2429,5.9109
-73.7908,49.1614,5.9029
-73.7083,49.0807,5.9037
-73.6268,48.9989,5.9044
-73.5454,48.9168,5.9170
-73.4641,48.8340,5.9267
-73.3823,48.7516,5.9353
-73.3007,48.6699,5.9358
-73.2199,48.5871,5.9423
-73.1392,48.5048,5.9406
-73.0582,48.4236,5.9477
-72.9771,48.3421,5.9522
-72.8962,48.2610,5.9585
-72.8148,48.1800,5.9560
-72.7336,48.0985,5.9546
-72.6526,48.0172,5.9406
-72.5707,47.9364,5.9306
-72.4888,47.8550,5.9135
-72.4070,47.7728,5.8961
-72.3254,47.6904,5.8766
-72.2432,47.6099,5.8708
-72.1611,47.5294,5.8618
-72.0792,47.4481,5.8650
-71.9981,47.3657,5.8803
-71.9169,47.2830,5.8952
-71.8359,47.2010,5.8924
-71.7550,47.1200,5.8831
-71.6739,47.0385,5.8693
-71.5923,46.9576,5.8448
-71.5108,46.8762,5.8234
-71.4315,46.7941,5.8261
-71.3525,46.7114,5.8476
-71.2736,46.6278,5.8689
-71.1935,46.5449,5.8975
-71.1132,46.4618,5.9304
-71.0323,46.3789,5.9509
-70.9513,46.2958,5.9552
-70.8704,46.2127,5.9551
-70.7900,46.1298,5.9525
-70.7100,46.0471,5.9382
-70.6295,45.9643,5.9206
-70.5482,45.8817,5.9142
-70.4662,45.7990,5.9139
-70.3844,45.7167,5.9088
-70.3032,45.6338,5.9126
-70.2233,45.5508,5.9256
-70.1426,45.4677,5.9302
-70.0616,45.3844,5.9312
-69.9807,45.3015,5.9355
-69.8996,45.2195,5.9342
-69.8181,45.1372,5.9132
-69.7369,45.0544,5.8972
-69.6559,44.9720,5.8794
-69.5757,44.8890,5.8597
-69.4957,44.8071,5.8417
-69.4141,44.7275,5.8401
-69.3331,44.6469,5.8287
-69.2519,44.5654,5.8241
-69.1710,44.4840,5.8138
-69.0920,44.4030,5.8072
-69.0141,44.3213,5.8074
-68.9359,44.2386,5.8128
-68.8572,44.1552,5.8105
-68.7771,44.0728,5.8276
-68.6959,43.9908,5.8503
-68.6150,43.9080,5.8639
-68.5345,43.8247,5.8814
-68.4546,43.7405,5.9021
-68.3743,43.6564,5.9068
-68.2940,43.5723,5.9001
-68.2133,43.4881,5.8952
-68.1326,43.4048,5.8882
-68.0513,43.3223,5.8842
-67.9699,43.2397,5.8886
-67.8878,43.1575,5.9008
-67.8053,43.0755,5.9113
-67.7240,42.9929,5.9283
-67.6430,42.9101,5.9478
-67.5618,42.8273,5.9594
-67.4806,42.7450,5.9600
-67.3994,42.6625,5.9468
-67.3184,42.5798,5.9180
-67.2372,42.4975,5.8830
-67.1563,42.4144,5.8441
-67.0766,42.3320,5.8145
-66.9982,42.2485,5.8080
-66.9200,42.1639,5.8183
-66.8418,42.0794,5.8241
-66.7624,41.9958,5.8419
-66.6820,41.9125,5.8639
-66.6020,41.8285,5.8766
-66.5227,41.7441,5.8794
-66.4428,41.6611,5.8938
-66.3621,41.5784,5.9058
-66.2822,41.4957,5.9082
-66.2018,41.4137,5.9113
-66.1213,41.3317,5.9221
-66.0402,41.2502,5.9276
-65.9595,41.1681,5.9310
-65.8794,41.0853,5.9377
-65.7989,41.0033,5.9417
-65.7182,40.9211,5.9260
-65.6378,40.8380,5.8981
-65.5575,40.7562,5.8723
-65.4763,40.6744,5.8496
-65.3952,40.5922,5.8297
-65.3157,40.5099,5.8302
-65.2376,40.4260,5.8521
-65.1587,40.3421,5.8694
-65.0796,40.2584,5.8825
-65.0004,40.1741,5.8943
-64.9203,40.0906,5.8999
-64.8397,40.0078,5.8978
-64.7596,39.9239,5.8894
-64.6792,39.8396,5.8682
-64.5993,39.7558,5.8443
-64.5189,39.6728,5.8222
-64.4384,39.5914,5.7994
-64.3605,39.5096,5.7909
-64.2833,39.4268,5.8060
-64.2067,39.3429,5.8249
-64.1283,39.2598,5.8493
-64.0497,39.1763,5.8710
-63.9713,39.0918,5.8929
-63.8935,39.0069,5.9016
-63.8158,38.9215,5.9049
-63.7378,38.8359,5.8985
-63.6593,38.7502,5.8961
-63.5813,38.6660,5.8853
-63.5059,38.5815,5.8816
-63.4302,38.4964,5.8834
-63.3547,38.4109,5.8816
-63.2796,38.3260,5.8680
-63.2046,38.2408,5.8522
-63.1299,38.1546,5.8370
-63.0558,38.0682,5.8241
-62.9819,37.9812,5.8177
-62.9090,37.8934,5.8264
-62.8368,37.8056,5.8479
-62.7645,37.7168,5.8665
-62.6918,37.6281,5.8767
-62.6204,37.5383,5.8827
-62.5484,37.4480,5.8789
-62.4767,37.3575,5.8586
-62.4049,37.2674,5.8293
-62.3349,37.1776,5.8055
-62.2659,37.0873,5.7925
-62.1978,36.9971,5.7892
-62.1297,36.9058,5.7983
-62.0620,36.8134,5.8173
-61.9947,36.7199,5.8362
-61.9271,36.6257,5.8502
-61.8598,36.5310,5.8622
-61.7926,36.4363,5.8722
-61.7266,36.3416,5.8875
-61.6611,36.2459,5.9066
-61.5956,36.1501,5.9181
-61.5302,36.0544,5.9241
-61.4644,35.9585,5.9179
-61.3982,35.8629,5.8907
-61.3326,35.7671,5.8618
-61.2677,35.6708,5.8420
-61.2034,35.5742,5.8205
-61.1389,35.4798,5.8126
-61.0725,35.3865,5.8298
-61.0064,35.2927,5.8435
-60.9404,35.1983,5.8550
-60.8751,35.1044,5.8727
-60.8104,35.0095,5.8886
-60.7457,34.9135,5.8951
-60.6802,34.8176,5.8989
-60.6145,34.7218,5.8984
-60.5488,34.6260,5.8969
-60.4826,34.5314,5.8990
-60.4161,34.4368,5.8923
-60.3505,34.3425,5.8826
-60.2859,34.2472,5.8694
-60.2203,34.1527,5.8524
-60.1559,34.0593,5.8289
-60.0920,33.9647,5.8147
-60.0289,33.8698,5.8140
-59.9676,33.7745,5.8275
-59.9057,33.6786,5.8360
-59.8436,33.5821,5.8344
-59.7823,33.4854,5.8316
-59.7217,33.3880,5.8213
-59.6609,33.2912,5.7968
-59.6016,33.1939,5.7852
-59.5434,33.0958,5.7941
-59.4856,32.9976,5.7983
-59.4281,32.8995,5.8023
-59.3721,32.8008,5.8232
-59.3161,32.7017,5.8444
-59.2599,32.6022,5.8546
-59.2048,32.5020,5.8692
-59.1504,32.4009,5.8821
-59.0953,32.3000,5.8744
-59.0404,32.1990,5.8519
-58.9858,32.0980,5.8344
-58.9326,31.9966,5.8244
-58.8800,31.8955,5.8222
-58.8284,31.7936,5.8400
-58.7770,31.6907,5.8668
-58.7258,31.5872,5.8806
-58.6739,31.4833,5.8787
-58.6219,31.3800,5.8718
-58.5697,31.2775,5.8536
-58.5187,31.1748,5.8433
-58.4688,31.0719,5.8541
-58.4201,30.9691,5.8802
-58.3715,30.8661,5.9077
-58.3228,30.7626,5.9385
-58.2744,30.6590,5.9605
-58.2250,30.5553,5.9692
-58.1762,30.4508,5.9685
-58.1272,30.3461,5.9617
-58.0785,30.2414,5.9409
-58.0294,30.1367,5.9203
-57.9802,30.0315,5.8965
-57.9301,29.9270,5.8724
-57.8808,29.8226,5.8560
-57.8336,29.7174,5.8613
-57.7856,29.6129,5.8597
-57.7368,29.5084,5.8646
-57.6876,29.4042,5.8754
-57.6381,29.3003,5.8866
-57.5884,29.1962,5.8897
-57.5405,29.0927,5.9035
-57.4929,28.9890,5.9157
-57.4456,28.8850,5.9256
-57.3978,28.7809,5.9273
-57.3504,28.6762,5.9231
-57.3024,28.5717,5.9195
-57.2533,28.4678,5.9200
-57.2047,28.3638,5.9166
-57.1566,28.2597,5.9212
-57.1087,28.1555,5.9302
-57.0612,28.0506,5.9329
-57.0127,27.9458,5.9355
-56.9640,27.8408,5.9410
-56.9155,27.7360,5.9394
-56.8675,27.6312,5.9386
-56.8204,27.5270,5.9376
-56.7729,27.4225,5.9230
-56.7249,27.3174,5.9063
-56.6768,27.2125,5.8925
-56.6277,27.1084,5.8704
-56.5801,27.0042,5.8496
-56.5332,26.9000,5.8489
-56.4868,26.7950,5.8450
-56.4394,26.6899,5.8349
-56.3908,26.5847,5.8395
-56.3415,26.4800,5.8472
-56.2924,26.3755,5.8387
-56.2440,26.2711,5.8353
-56.1976,26.1670,5.8481
-56.1511,26.0619,5.8513
-56.1035,25.9569,5.8536
-56.0556,25.8517,5.8643
-56.0073,25.7474,5.8819
-55.9582,25.6441,5.8876
-55.9106,25.5396,5.8991
-55.8625,25.4352,5.9066
-55.8151,25.3305,5.9102
-55.7680,25.2257,5.9064
-55.7194,25.1217,5.9016
-55.6719,25.0177,5.8872
-55.6249,24.9133,5.8783
-55.5781,24.8084,5.8751
-55.5318,24.7035,5.8673
-55.4839,24.5990,5.8647
-55.4353,24.4942,5.8717
-55.3863,24.3895,5.8766
-55.3372,24.2857,5.8643
-55.2890,24.1818,5.8534
-55.2413,24.0775,5.8408
-55.1943,23.9731,5.8126
-55.1470,23.8683,5.7799
-55.0979,23.7645,5.7731
-55.0482,23.6612,5.7753
-54.9998,23.5591,5.7832
-54.9537,23.4566,5.8146
-54.9078,23.3531,5.8506
-54.8609,23.2489,5.8716
-54.8136,23.1439,5.8852
-54.7662,23.0391,5.8908
-54.7181,22.9343,5.8900
-54.6694,22.8300,5.8937
-54.6202,22.7260,5.9038
-54.5713,22.6218,5.9133
-54.5234,22.5170,5.9230
-54.4748,22.4125,5.9255
-54.4268,22.3071,5.9234
-54.3787,22.2018,5.9155
-54.3303,22.0968,5.9140
-54.2811,21.9924,5.9215
-54.2314,21.8879,5.9323
-54.1822,21.7835,5.9413
-54.1331,21.6786,5.9537
-54.0838,21.5735,5.9559
-54.0348,21.4685,5.9426
-53.9860,21.3636,5.9237
-53.9380,21.2590,5.9067
-53.8897,21.1544,5.8870
-53.8407,21.0495,5.8762
-53.7912,20.9458,5.8726
-53.7409,20.8429,5.8737
-53.6906,20.7391,5.8689
-53.6399,20.6356,5.8638
-53.5892,20.5328,5.8504
-53.5409,20.4298,5.8368
-53.4921,20.3264,5.8214
-53.4442,20.2224,5.8139
-53.3967,20.1178,5.8090
-53.3482,20.0131,5.8126
-53.2981,19.9090,5.8303
-53.2476,19.8048,5.8593
-53.1960,19.7011,5.8893
-53.1454,19.5968,5.9192
-53.0946,19.4921,5.9475
-53.0446,19.3879,5.9618
-52.9942,19.2844,5.9654
-52.9439,19.1801,5.9655
-52.8932,19.0760,5.9629
-52.8420,18.9717,5.9529
-52.7912,18.8678,5.9459
-52.7396,18.7642,5.9384
-52.6884,18.6601,5.9275
-52.6369,18.5563,5.9180
-52.5843,18.4531,5.9146
-52.5317,18.3498,5.9078
-52.4802,18.2468,5.9037
-52.4285,18.1436,5.9011
-52.3772,18.0402,5.8996
-52.3267,17.9366,5.9011
-52.2767,17.8327,5.8987
-52.2256,17.7289,5.8899
-52.1745,17.6250,5.8864
-52.1228,17.5215,5.8844
-52.0709,17.4176,5.8827
-52.0187,17.3147,5.8932
-51.9655,17.2131,5.9181
-51.9124,17.1110,5.9372
-51.8598,17.0089,5.9473
-51.8063,16.9064,5.9531
-51.7534,16.8036,5.9488
-51.7003,16.7005,5.9346
-51.6472,16.5978,5.9240
-51.5955,16.4943,5.9228
-51.5436,16.3908,5.9158
-51.4908,16.2876,5.9132
-51.4379,16.1839,5.9123
-51.3853,16.0811,5.9120
-51.3322,15.9787,5.9058
-51.2785,15.8762,5.9097
-51.2239,15.7739,5.9098
-51.1697,15.6710,5.9071
-51.1156,15.5678,5.9007
-51.0606,15.4655,5.9027
-51.0057,15.3651,5.8996
-50.9523,15.2640,5.9035
-50.8986,15.1622,5.9109
-50.8444,15.0603,5.9163
-50.7903,14.9586,5.9171
-50.7354,14.8570,5.9189
-50.6803,14.7553,5.9180
-50.6254,14.6545,5.9146
-50.5719,14.5529,5.9205
-50.5177,14.4521,5.9264
-50.4627,14.3510,5.9368
-50.4079,14.2494,5.9439
-50.3534,14.1471,5.9546
-50.2987,14.0449,5.9567
-50.2444,13.9435,5.9549
-50.1899,13.8427,5.9467
-50.1363,13.7410,5.9438
-50.0822,13.6392,5.9398
-50.0283,13.5376,5.9424
-49.9736,13.4366,5.9517
-49.9188,13.3352,5.9639
-49.8635,13.2334,5.9716
-49.8079,13.1313,5.9756
-49.7528,13.0291,5.9734
-49.6970,12.9272,5.9664
-49.6417,12.8253,5.9563
-49.5870,12.7230,5.9401
-49.5319,12.6219,5.9226
-49.4769,12.5203,5.9045
-49.4213,12.4192,5.8842
-49.3657,12.3177,5.8711
-49.3091,12.2171,5.8722
-49.2514,12.1166,5.8728
-49.1949,12.0157,5.8695
-49.1390,11.9144,5.8706
-49.0826,11.8132,5.8645
-49.0263,11.7118,5.8508
-48.9694,11.6113,5.8492
-48.9112,11.5122,5.8592
-48.8529,11.4130,5.8637
-48.7944,11.3133,5.8663
-48.7368,11.2136,5.8665
-48.6788,11.1139,5.8558
-48.6199,11.0146,5.8501
-48.5606,10.9164,5.8535
-48.5005,10.8179,5.8663
-48.4402,10.7199,5.8816
-48.3792,10.6225,5.8943
-48.3183,10.5247,5.8925
-48.2575,10.4264,5.8879
-48.1972,10.3275,5.8803
-48.1363,10.2297,5.8694
-48.0745,10.1324,5.8651
-48.0124,10.0361,5.8685
-47.9508,9.9391,5.8703
-47.8894,9.8420,5.8608
-47.8271,9.7460,5.8525
-47.7647,9.6521,5.8461
-47.7019,9.5571,5.8371
-47.6385,9.4616,5.8250
-47.5743,9.3662,5.8289
-47.5094,9.2727,5.8414
-47.4437,9.1790,5.8572
-47.3779,9.0850,5.8702
-47.3131,8.9901,5.8872
-47.2472,8.8952,5.8965
-47.1808,8.8006,5.9002
-47.1138,8.7061,5.8983
-47.0480,8.6115,5.9015
-46.9822,8.5161,5.9071
-46.9164,8.4216,5.9116
-46.8498,8.3275,5.9215
-46.7830,8.2334,5.9247
-46.7165,8.1385,5.9261
-46.6498,8.0434,5.9186
-46.5823,7.9486,5.9132
-46.5147,7.8546,5.8980
-46.4484,7.7599,5.8949
-46.3822,7.6648,5.8936
-46.3149,7.5700,5.8994
-46.2475,7.4754,5.9035
-46.1792,7.3810,5.9103
-46.1110,7.2866,5.9124
-46.0429,7.1925,5.9069
-45.9753,7.0986,5.8978
-45.9090,7.0050,5.8978
-45.8431,6.9104,5.9050
-45.7767,6.8160,5.9122
-45.7101,6.7218,5.9267
-45.6432,6.6287,5.9431
-45.5759,6.5348,5.9540
-45.5086,6.4408,5.9557
-45.4411,6.3467,5.9561
-45.3740,6.2528,5.9531
-45.3076,6.1582,5.9518
-45.2407,6.0635,5.9439
-45.1733,5.9686,5.9363
-45.1057,5.8740,5.9288
-45.0390,5.7792,5.9274
-44.9725,5.6839,5.9225
-44.9058,5.5894,5.9223
-44.8384,5.4956,5.9286
-44.7712,5.4015,5.9285
-44.7037,5.3067,5.9245
-44.6358,5.2121,5.9203
-44.5671,5.1180,5.9187
-44.4989,5.0239,5.9097
-44.4322,4.9299,5.9098
-44.3650,4.8359,5.9054
-44.2975,4.7421,5.9066
-44.2291,4.6489,5.8998
-44.1621,4.5553,5.9011
-44.0954,4.4611,5.8958
-44.0277,4.3675,5.8872
-43.9602,4.2735,5.8755
-43.8941,4.1793,5.8707
-43.8279,4.0846,5.8623
-43.7611,3.9906,5.8618
-43.6932,3.8970,5.8760
-43.6250,3.8041,5.8816
-43.5582,3.7100,5.8909
-43.4912,3.6161,5.8942
-43.4235,3.5225,5.8916
-43.3563,3.4288,5.8843
-43.2900,3.3345,5.8940
-43.2238,3.2393,5.8985
-43.1566,3.1447,5.9136
-43.0889,3.0505,5.9259
-43.0216,2.9560,5.9302
-42.9543,2.8616,5.9195
-42.8866,2.7675,5.9027
-42.8188,2.6736,5.8804
-42.7529,2.5799,5.8652
-42.6874,2.4854,5.8583
-42.6211,2.3914,5.8578
-42.5538,2.2977,5.8698
-42.4865,2.2049,5.8811
-42.4204,2.1113,5.8899
-42.3539,2.0168,5.8897
-42.2865,1.9224,5.8925
-42.2185,1.8281,5.8848
-42.1507,1.7333,5.8732
-42.0833,1.6381,5.8662
-42.0169,1.5425,5.8700
-41.9507,1.4464,5.8679
-41.8852,1.3534,5.8703
-41.8185,1.2604,5.8838
-41.7521,1.1666,5.8904
-41.6860,1.0723,5.8894
-41.6197,0.9785,5.8901
-41.5521,0.8850,5.8982
-41.4849,0.7920,5.8973
-41.4181,0.6982,5.8998
-41.3517,0.6047,5.9086
-41.2860,0.5103,5.9134
-41.2197,0.4158,5.9066
-41.1533,0.3210,5.8966
-41.0860,0.2267,5.8800
-41.0189,0.1318,5.8575
-40.9527,0.0365,5.8421
-40.8875,-0.0594,5.8266
-40.8216,-0.1535,5.8065
-40.7551,-0.2463,5.7984
-40.6887,-0.3403,5.7825
-40.6235,-0.4350,5.7590
-40.5578,-0.5290,5.7461
-40.4906,-0.6202,5.7595
-40.4228,-0.7120,5.7661
-40.3568,-0.8046,5.7950
-40.2915,-0.8984,5.8365
-40.2260,-0.9924,5.8728
-40.1601,-1.0865,5.8912
-40.0935,-1.1802,5.9040
-40.0271,-1.2745,5.8978
-39.9608,-1.3699,5.8821
-39.8946,-1.4653,5.8648
-39.8287,-1.5596,5.8515
-39.7617,-1.6530,5.8506
-39.6946,-1.7462,5.8639
-39.6265,-1.8384,5.8802
-39.5581,-1.9315,5.8923
-39.4896,-2.0251,5.9043
-39.4215,-2.1193,5.9121
-39.3535,-2.2130,5.9107
-39.2851,-2.3057,5.9129
-39.2164,-2.3981,5.9236
-39.1478,-2.4897,5.9286
-39.0798,-2.5814,5.9332
-39.0115,-2.6735,5.9381
-38.9434,-2.7664,5.9379
-38.8747,-2.8596,5.9354
-38.8055,-2.9521,5.9397
-38.7364,-3.0445,5.9403
-38.6680,-3.1369,5.9470
-38.5999,-3.2297,5.9575
-38.5311,-3.3229,5.9625
-38.4626,-3.4164,5.9576
-38.3944,-3.5100,5.9561
-38.3266,-3.6030,5.9394
-38.2585,-3.6960,5.9148
-38.1911,-3.7887,5.8891
-38.1245,-3.8821,5.8719
-38.0582,-3.9759,5.8552
-37.9907,-4.0690,5.8536
-37.9221,-4.1615,5.8482
-37.8555,-4.2549,5.8468
-37.7887,-4.3490,5.8459
-37.7215,-4.4432,5.8398
-37.6545,-4.5378,5.8333
-37.5897,-4.6318,5.8462
-37.5259,-4.7266,5.8606
-37.4612,-4.8220,5.8644
-37.3972,-4.9183,5.8723
-37.3330,-5.0142,5.8752
